,name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha,legendary_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing
131,cloaker,https://www.aidedd.org/dnd/monstres.php?vo=cloaker,11,aberration,Large,14,78,fly,chaotic neutral,0,Monster Manual (SRD),17.0,15.0,12.0,13.0,12.0,14.0,1,0,0,0,0,0,0
132,cloud-giant,https://www.aidedd.org/dnd/monstres.php?vo=cloud-giant,12,giant,Huge,14,200,,neutral good ,0,Monster Manual (SRD),27.0,10.0,22.0,12.0,16.0,16.0,1,0,0,0,0,0,0
133,cloud-giant-smiling-one,,14,giant (cloud giant),Huge,15,262,,chaotic neutral,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
134,cockatrice,https://www.aidedd.org/dnd/monstres.php?vo=cockatrice,2,monstrosity,Small,11,27,fly,unaligned,0,Monster Manual (SRD),6.0,12.0,12.0,2.0,13.0,5.0,1,0,0,0,0,0,0
135,commoner,https://www.aidedd.org/dnd/monstres.php?vo=commoner,3,humanoid (any race),Medium,10,4,,any alignment,0,Monster Manual (SRD),10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0,0
136,conjurer,,9,humanoid (any race),Medium,12,40,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
137,constrictor-snake,https://www.aidedd.org/dnd/monstres.php?vo=constrictor-snake,1,beast,Large,12,13,swim,unaligned,0,Monster Manual (SRD),15.0,14.0,12.0,1.0,10.0,3.0,1,0,0,0,0,0,0
138,copper-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=copper-dragon-wyrmling,4,dragon,Medium,16,22,fly,chaotic good,0,Monster Manual (SRD),15.0,12.0,13.0,14.0,11.0,13.0,1,0,0,0,0,0,0
139,corpse-flower,,11,plant,Large,12,127,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
140,couatl,https://www.aidedd.org/dnd/monstres.php?vo=couatl,7,celestial,Medium,19,97,fly,lawful good,0,Monster Manual (SRD),16.0,20.0,17.0,18.0,20.0,18.0,1,0,0,0,0,0,0
141,cow,https://www.aidedd.org/dnd/monstres.php?vo=cow,1,beast,Large,10,15,,unaligned,0,Volo's Guide to Monsters,18.0,10.0,14.0,2.0,10.0,4.0,1,0,0,0,0,0,0
142,crab,https://www.aidedd.org/dnd/monstres.php?vo=crab,3,beast,Tiny,11,2,swim,unaligned,0,Monster Manual (SRD),2.0,11.0,10.0,1.0,8.0,2.0,1,0,0,0,0,0,0
143,crag-cat,,4,beast,Large,13,34,,unaligned,0,Adventures (Storm King's Thunder),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
144,cranium-rat,,3,beast,Tiny,12,2,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
145,crawling-claw,https://www.aidedd.org/dnd/monstres.php?vo=crawling-claw,3,undead,Tiny,12,2,,neutral evil,0,Monster Manual (BR),13.0,14.0,11.0,5.0,10.0,4.0,1,0,0,0,0,0,0
146,crocodile,https://www.aidedd.org/dnd/monstres.php?vo=crocodile,2,beast,Large,12,19,swim,unaligned,0,Monster Manual (SRD),15.0,10.0,13.0,2.0,10.0,5.0,1,0,0,0,0,0,0
147,crokek-toeck,,17,fiend (demon),Gargantuan,15,297,swim,chaotic evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
148,cult-fanatic,https://www.aidedd.org/dnd/monstres.php?vo=cult-fanatic,5,humanoid (any race),Medium,13,33,,any non-good alignment,0,Monster Manual (SRD),11.0,14.0,12.0,10.0,13.0,14.0,1,0,0,0,0,0,0
149,cultist,https://www.aidedd.org/dnd/monstres.php?vo=cultist,0,humanoid (any race),Medium,12,9,,any non-good alignment,0,Monster Manual (SRD),11.0,12.0,10.0,10.0,11.0,10.0,1,0,0,0,0,0,0
150,cyclops,https://www.aidedd.org/dnd/monstres.php?vo=cyclops,9,giant,Huge,14,138,,chaotic neutral,0,Monster Manual (SRD),22.0,11.0,20.0,8.0,6.0,10.0,1,0,0,0,0,0,0
151,dao,https://www.aidedd.org/dnd/monstres.php?vo=dao,14,elemental,Large,18,187,fly,neutral evil,0,Monster Manual (BR),23.0,12.0,24.0,12.0,13.0,14.0,1,0,0,0,0,0,0
152,darkling,,2,fey,Small,14,13,,chaotic neutral,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
153,darkling-elder,,5,fey,Medium,15,27,,chaotic neutral,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
154,darkmantle,https://www.aidedd.org/dnd/monstres.php?vo=darkmantle,2,monstrosity,Small,11,22,fly,unaligned,0,Monster Manual (SRD),16.0,12.0,13.0,2.0,10.0,5.0,1,0,0,0,0,0,0
155,death-dog,https://www.aidedd.org/dnd/monstres.php?vo=death-dog,4,monstrosity,Medium,12,39,,neutral evil,0,Monster Manual (SRD),15.0,14.0,14.0,3.0,13.0,6.0,1,0,0,0,0,0,0
156,death-kiss,,13,aberration,Large,16,161,fly,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
157,death-knight,,20,undead,Medium,20,180,,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
158,death-slaad,,13,aberration (shapechanger),Medium,18,170,,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
159,death-tyrant,,17,undead,Large,19,187,fly,lawful evil,1,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,1,1
160,death-s-head-of-bhaal,,8,humanoid (human),Medium,15,76,,chaotic evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
161,deathlock,,7,undead,Medium,12,36,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
162,deathlock-mastermind,,11,undead,Medium,13,110,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
163,deathlock-wight,,6,undead,Medium,12,37,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
164,deep-gnome-svirfneblin,https://www.aidedd.org/dnd/monstres.php?vo=deep-gnome-svirfneblin,2,humanoid (gnome),Small,15,16,,neutral good,0,Monster Manual (SRD),15.0,14.0,14.0,12.0,10.0,9.0,1,0,0,0,0,0,0
165,deep-scion,,6,humanoid (shapechanger),Medium,11,67,swim,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
166,deer,https://www.aidedd.org/dnd/monstres.php?vo=deer,3,beast,Medium,13,4,,unaligned,0,Monster Manual (SRD),11.0,16.0,11.0,2.0,14.0,5.0,1,0,0,0,0,0,0
167,deinonychus,,4,beast,Medium,13,26,,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
168,demilich,,21,undead,Tiny,20,80,fly,neutral evil,1,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,1,1
169,demogorgon,,29,fiend (demon),Huge,22,406,swim,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
170,derro,,1,humanoid (derro),Small,13,13,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
171,derro-savant,,6,humanoid (derro),Small,13,36,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
172,deva,https://www.aidedd.org/dnd/monstres.php?vo=deva,13,celestial,Medium,17,136,fly,lawful good,0,Monster Manual (SRD),18.0,18.0,18.0,17.0,20.0,20.0,1,0,0,0,0,0,0
173,devilroot,https://www.aidedd.org/dnd/monstres.php?vo=devilroot,10,plant,Medium,15,105,,neutral evil,0,Extra (AideDD),17.0,11.0,17.0,12.0,14.0,14.0,1,0,0,0,0,0,0
174,devourer,,16,fiend,Large,16,178,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
175,dhergoloth,,10,fiend (yugoloth),Medium,15,119,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
176,dimetrodon,,1,beast,Medium,12,19,swim,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
177,dire-troll,,16,giant,Huge,15,172,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
178,dire-wolf,https://www.aidedd.org/dnd/monstres.php?vo=dire-wolf,4,beast,Large,14,37,,unaligned,0,Monster Manual (SRD),17.0,15.0,15.0,3.0,12.0,7.0,1,0,0,0,0,0,0
179,displacer-beast,,6,monstrosity,Large,13,85,,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
180,diviner,,11,humanoid (any race),Medium,12,67,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
181,djinni,https://www.aidedd.org/dnd/monstres.php?vo=djinni,14,elemental,Large,17,161,fly,chaotic good,0,Monster Manual (SRD),21.0,15.0,22.0,15.0,16.0,20.0,1,0,0,0,0,0,0
182,dolphin,https://www.aidedd.org/dnd/monstres.php?vo=dolphin,0,beast,Medium,12,11,swim,unaligned,0,Volo's Guide to Monsters,14.0,13.0,13.0,6.0,12.0,7.0,1,0,0,0,0,0,0
183,doppelganger,https://www.aidedd.org/dnd/monstres.php?vo=doppelganger,6,monstrosity (shapechanger),Medium,14,52,,neutral,0,Monster Manual (SRD),11.0,18.0,14.0,11.0,12.0,14.0,1,0,0,0,0,0,0
184,draegloth,,10,fiend (demon),Large,15,123,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
185,draft-horse,https://www.aidedd.org/dnd/monstres.php?vo=draft-horse,1,beast,Large,10,19,,unaligned,0,Monster Manual (SRD),18.0,10.0,12.0,2.0,11.0,7.0,1,0,0,0,0,0,0
186,dragon-turtle,https://www.aidedd.org/dnd/monstres.php?vo=dragon-turtle,20,dragon,Gargantuan,20,341,swim,neutral,0,Monster Manual (SRD),25.0,10.0,20.0,10.0,12.0,12.0,1,0,0,0,0,0,0
187,dragonbait,,8,humanoid (saurial),Medium,17,120,,lawful good,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
188,dretch,https://www.aidedd.org/dnd/monstres.php?vo=dretch,1,fiend (demon),Small,11,18,,chaotic evil,0,Monster Manual (SRD),11.0,11.0,12.0,5.0,8.0,3.0,1,0,0,0,0,0,0
189,drider,https://www.aidedd.org/dnd/monstres.php?vo=drider,9,monstrosity,Large,19,123,,chaotic evil,0,Monster Manual (SRD),16.0,16.0,18.0,13.0,14.0,12.0,1,0,0,0,0,0,0
190,drow,https://www.aidedd.org/dnd/monstres.php?vo=drow,1,humanoid (elf),Medium,15,13,,neutral evil,0,Monster Manual (SRD),10.0,14.0,10.0,11.0,11.0,12.0,1,0,0,0,0,0,0
191,drow-arachnomancer,,16,humanoid (elf),Medium,15,162,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
192,drow-elite-warrior,,8,humanoid (elf),Medium,18,71,,neutral evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
193,drow-favored-consort,,21,humanoid (elf),Medium,15,225,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
194,drow-house-captain,https://www.aidedd.org/dnd/monstres.php?vo=drow-house-captain,12,humanoid (elf),Medium,16,162,,neutral evil,0,Mordenkainen's Tome of Foes,14.0,19.0,15.0,12.0,14.0,13.0,1,0,0,0,0,0,0
195,drow-inquisitor,https://www.aidedd.org/dnd/monstres.php?vo=drow-inquisitor,17,humanoid (elf),Medium,16,143,,neutral evil,0,Mordenkainen's Tome of Foes,11.0,15.0,14.0,16.0,21.0,20.0,1,0,0,0,0,0,0
196,drow-mage,https://www.aidedd.org/dnd/monstres.php?vo=drow-mage,10,humanoid (elf),Medium,12,45,,neutral evil,0,Monster Manual (BR),9.0,14.0,10.0,17.0,13.0,12.0,1,0,0,0,0,0,0
197,drow-matron-mother,,23,humanoid (elf),Medium,17,262,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
198,drow-priestress-of-lolth,,11,humanoid (elf),Medium,16,71,,neutral evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
199,drow-shadowblade,,14,humanoid (elf),Medium,17,150,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
200,druid,https://www.aidedd.org/dnd/monstres.php?vo=druid,5,humanoid (any race),Medium,11,27,,any alignment,0,Monster Manual (SRD),10.0,12.0,13.0,12.0,15.0,11.0,1,0,0,0,0,0,0
201,dryad,https://www.aidedd.org/dnd/monstres.php?vo=dryad,4,fey,Medium,11,22,,neutral,0,Monster Manual (SRD),10.0,12.0,11.0,14.0,15.0,18.0,1,0,0,0,0,0,0
202,duergar,https://www.aidedd.org/dnd/monstres.php?vo=duergar,4,humanoid (dwarf),Medium,16,26,,lawful evil,0,Monster Manual (SRD),14.0,11.0,14.0,11.0,10.0,9.0,1,0,0,0,0,0,0
203,duergar-despot,,15,humanoid (dwarf),Medium,21,119,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
204,duergar-kavalrachni,,5,humanoid (dwarf),Medium,16,26,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
205,duergar-mind-master,,5,humanoid (dwarf),Medium,14,39,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
206,duergar-soulblade,,4,humanoid (dwarf),Medium,14,18,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
207,duergar-stone-guard,,5,humanoid (dwarf),Medium,18,39,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
208,duergar-warlord,,9,humanoid (dwarf),Medium,20,75,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
209,duergar-xarrorn,,5,humanoid (dwarf),Medium,18,26,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
210,duodrone,,1,construct,Medium,15,11,,lawful neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
211,dust-mephit,https://www.aidedd.org/dnd/monstres.php?vo=dust-mephit,2,elemental,Small,12,17,fly,neutral evil,0,Monster Manual (SRD),5.0,14.0,10.0,9.0,11.0,10.0,1,0,0,0,0,0,0
212,dybbuk,,7,fiend (demon),Medium,14,37,fly,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
213,eagle,https://www.aidedd.org/dnd/monstres.php?vo=eagle,3,beast,Small,12,3,fly,unaligned,0,Monster Manual (SRD),6.0,15.0,10.0,2.0,14.0,7.0,1,0,0,0,0,0,0
214,earth-elemental,https://www.aidedd.org/dnd/monstres.php?vo=earth-elemental,8,elemental,Large,17,126,,neutral,0,Monster Manual (SRD),20.0,8.0,20.0,5.0,10.0,5.0,1,0,0,0,0,0,0
215,earth-elemental-myrmidon,,10,elemental,Medium,18,127,,neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
216,eblis,,4,monstrosity,Large,13,26,fly,neutral evil,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
217,efreeti,https://www.aidedd.org/dnd/monstres.php?vo=efreeti,14,elemental,Large,17,200,fly,lawful evil,0,Monster Manual (SRD),22.0,12.0,24.0,16.0,15.0,16.0,1,0,0,0,0,0,0
218,eidolon,,15,undead,Medium,9,63,fly,any alignment,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
219,elder-brain,,17,aberration,Large,10,210,swim,lawful evil,1,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,1,1
220,elder-oblex,,13,ooze,Huge,16,115,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
221,elder-tempest,,26,elemental,Gargantuan,19,264,fly,neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
222,elephant,https://www.aidedd.org/dnd/monstres.php?vo=elephant,7,beast,Huge,12,76,,unaligned,0,Monster Manual (SRD),22.0,9.0,17.0,3.0,11.0,6.0,1,0,0,0,0,0,0
223,elk,https://www.aidedd.org/dnd/monstres.php?vo=elk,1,beast,Large,10,13,,unaligned,0,Monster Manual (SRD),16.0,10.0,12.0,2.0,10.0,6.0,1,0,0,0,0,0,0
224,empyrean,,26,celestial (titan),Huge,22,313,"fly, swim",chaotic good ,1,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,1,1
225,enchanter,,8,humanoid (any race),Medium,12,40,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
226,erinyes,https://www.aidedd.org/dnd/monstres.php?vo=erinyes,15,fiend (devil),Medium,18,153,fly,lawful evil,0,Monster Manual (SRD),18.0,16.0,18.0,14.0,14.0,18.0,1,0,0,0,0,0,0
227,ettercap,https://www.aidedd.org/dnd/monstres.php?vo=ettercap,5,monstrosity,Medium,13,44,,neutral evil,0,Monster Manual (SRD),14.0,15.0,13.0,7.0,12.0,8.0,1,0,0,0,0,0,0
228,ettin,https://www.aidedd.org/dnd/monstres.php?vo=ettin,7,giant,Large,12,85,,chaotic evil,0,Monster Manual (SRD),21.0,8.0,17.0,6.0,10.0,8.0,1,0,0,0,0,0,0
229,evoker,,12,humanoid (any race),Medium,12,66,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
230,expert-lvl-1,,3,humanoid (any race),Medium,14,11,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
231,expert-lvl-2,,3,humanoid (any race),Medium,14,16,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
232,expert-lvl-3,,3,humanoid (any race),Medium,14,22,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
233,expert-lvl-4,,3,humanoid (any race),Medium,14,27,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
234,expert-lvl-5,,3,humanoid (any race),Medium,14,33,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
235,expert-lvl-6,,3,humanoid (any race),Medium,14,38,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
236,faerie-dragon,,4,dragon,Tiny,15,14,fly,chaotic good,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
237,female-steeder,,4,monstrosity,Large,14,30,,unaligned,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
238,fire-elemental,https://www.aidedd.org/dnd/monstres.php?vo=fire-elemental,8,elemental,Large,13,102,,neutral,0,Monster Manual (SRD),10.0,17.0,16.0,6.0,10.0,7.0,1,0,0,0,0,0,0
239,fire-elemental-myrmidon,,10,elemental,Medium,18,123,,neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
240,fire-giant,https://www.aidedd.org/dnd/monstres.php?vo=fire-giant,12,giant,Huge,18,162,,lawful evil,0,Monster Manual (SRD),25.0,9.0,23.0,10.0,14.0,13.0,1,0,0,0,0,0,0
241,fire-giant-dreadnought,,17,giant (fire giant),Huge,21,187,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
242,fire-snake,https://www.aidedd.org/dnd/monstres.php?vo=fire-snake,4,elemental,Medium,14,22,,neutral evil,0,Monster Manual (BR),12.0,14.0,11.0,7.0,10.0,8.0,1,0,0,0,0,0,0
243,firenewt-warlock-of-imix,,4,humanoid (firenewt),Medium,10,33,,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
244,firenewt-warrior,,2,humanoid (firenewt),Medium,16,22,,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
245,fist-of-bane,,2,humanoid (human),Medium,18,22,,lawful evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
246,flail-snail,,6,elemental,Large,16,52,,unaligned,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
247,flameskull,https://www.aidedd.org/dnd/monstres.php?vo=flameskull,7,undead,Tiny,13,40,fly,neutral evil,0,Monster Manual (SRD),1.0,17.0,14.0,16.0,10.0,11.0,1,0,0,0,0,0,0
248,flesh-golem,https://www.aidedd.org/dnd/monstres.php?vo=flesh-golem,8,construct,Medium,9,93,,neutral,0,Monster Manual (SRD),19.0,9.0,18.0,6.0,10.0,5.0,1,0,0,0,0,0,0
249,flind,https://www.aidedd.org/dnd/monstres.php?vo=flind,12,humanoid (gnoll),Medium,16,127,,chaotic evil,0,Volo's Guide to Monsters,20.0,10.0,19.0,11.0,13.0,12.0,1,0,0,0,0,0,0
250,flumph,,0,aberration,Small,12,7,fly,lawful good,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
251,flying-snake,https://www.aidedd.org/dnd/monstres.php?vo=flying-snake,0,beast,Tiny,14,5,"fly, swim",unaligned,0,Monster Manual (SRD),4.0,18.0,11.0,2.0,12.0,5.0,1,0,0,0,0,0,0
252,flying-sword,https://www.aidedd.org/dnd/monstres.php?vo=flying-sword,1,construct,Small,17,17,fly,unaligned,0,Monster Manual (SRD),12.0,15.0,11.0,1.0,5.0,1.0,1,0,0,0,0,0,0
253,fomorian,,11,giant,Huge,14,149,,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
254,fraz-urb-luu,,26,fiend (demon),Large,18,337,fly,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
255,frog,https://www.aidedd.org/dnd/monstres.php?vo=frog,3,beast,Tiny,11,1,swim,unaligned,0,Monster Manual (SRD),1.0,13.0,8.0,1.0,8.0,3.0,1,0,0,0,0,0,0
256,froghemoth,https://www.aidedd.org/dnd/monstres.php?vo=froghemoth,13,monstrosity,Huge,14,184,swim,unaligned,0,Volo's Guide to Monsters,23.0,13.0,20.0,2.0,12.0,5.0,1,0,0,0,0,0,0
257,frost-giant,https://www.aidedd.org/dnd/monstres.php?vo=frost-giant,11,giant,Huge,15,138,,neutral evil,0,Monster Manual (SRD),23.0,9.0,21.0,9.0,10.0,12.0,1,0,0,0,0,0,0
258,frost-giant-everlasting-one,,15,giant (frost giant),Huge,15,189,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
259,frost-salamander,,12,elemental,Huge,17,168,,unaligned,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
260,galeb-duhr,https://www.aidedd.org/dnd/monstres.php?vo=galeb-duhr,9,elemental,Medium,16,85,,neutral,0,Monster Manual (BR),20.0,14.0,20.0,11.0,12.0,11.0,1,0,0,0,0,0,0
261,gargoyle,https://www.aidedd.org/dnd/monstres.php?vo=gargoyle,5,elemental,Medium,15,52,fly,chaotic evil,0,Monster Manual (SRD),15.0,11.0,16.0,6.0,11.0,7.0,1,0,0,0,0,0,0
262,gas-spore,,2,plant,Large,5,1,fly,unaligned,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
263,gauth,https://www.aidedd.org/dnd/monstres.php?vo=gauth,9,aberration,Medium,15,67,fly,lawful evil,0,Volo's Guide to Monsters,10.0,14.0,16.0,15.0,15.0,13.0,1,0,0,0,0,0,0
264,gazer,,2,aberration,Tiny,13,13,fly,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
265,gelatinous-cube,https://www.aidedd.org/dnd/monstres.php?vo=gelatinous-cube,5,ooze,Large,6,84,,unaligned,0,Monster Manual (SRD),14.0,3.0,20.0,1.0,6.0,1.0,1,0,0,0,0,0,0
266,geryon,,25,fiend (devil),Huge,19,300,fly,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
267,ghast,https://www.aidedd.org/dnd/monstres.php?vo=ghast,5,undead,Medium,13,36,,chaotic evil,0,Monster Manual (SRD),16.0,17.0,10.0,11.0,10.0,8.0,1,0,0,0,0,0,0
