,name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha
154,darkmantle,https://www.aidedd.org/dnd/monstres.php?vo=darkmantle,1/2,monstrosity,Small,11,22,fly,unaligned,0,Monster Manual (SRD),16.0,12.0,13.0,2.0,10.0,5.0
155,death-dog,https://www.aidedd.org/dnd/monstres.php?vo=death-dog,1,monstrosity,Medium,12,39,0,neutral evil,0,Monster Manual (SRD),15.0,14.0,14.0,3.0,13.0,6.0
156,death-kiss,0,10,aberration,Large,16,161,fly,neutral evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
157,death-knight,0,17,undead,Medium,20,180,0,chaotic evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
158,death-slaad,0,10,aberration (shapechanger),Medium,18,170,0,chaotic evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
159,death-tyrant,0,14,undead,Large,19,187,fly,lawful evil,Legendary,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
160,death-s-head-of-bhaal,0,5,humanoid (human),Medium,15,76,0,chaotic evil,0,Adventures (Descent into Avernus),0.0,0.0,0.0,0.0,0.0,0.0
161,deathlock,0,4,undead,Medium,12,36,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
162,deathlock-mastermind,0,8,undead,Medium,13,110,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
163,deathlock-wight,0,3,undead,Medium,12,37,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
164,deep-gnome-svirfneblin,https://www.aidedd.org/dnd/monstres.php?vo=deep-gnome-svirfneblin,1/2,humanoid (gnome),Small,15,16,0,neutral good,0,Monster Manual (SRD),15.0,14.0,14.0,12.0,10.0,9.0
165,deep-scion,0,3,humanoid (shapechanger),Medium,11,67,swim,neutral evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
166,deer,https://www.aidedd.org/dnd/monstres.php?vo=deer,0,beast,Medium,13,4,0,unaligned,0,Monster Manual (SRD),11.0,16.0,11.0,2.0,14.0,5.0
167,deinonychus,0,1,beast,Medium,13,26,0,unaligned,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
168,demilich,0,18,undead,Tiny,20,80,fly,neutral evil,Legendary,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
169,demogorgon,0,26,fiend (demon),Huge,22,406,swim,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
170,derro,0,1/4,humanoid (derro),Small,13,13,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
171,derro-savant,0,3,humanoid (derro),Small,13,36,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
172,deva,https://www.aidedd.org/dnd/monstres.php?vo=deva,10,celestial,Medium,17,136,fly,lawful good,0,Monster Manual (SRD),18.0,18.0,18.0,17.0,20.0,20.0
173,devilroot,https://www.aidedd.org/dnd/monstres.php?vo=devilroot,7,plant,Medium,15,105,0,neutral evil,0,Extra (AideDD),17.0,11.0,17.0,12.0,14.0,14.0
174,devourer,0,13,fiend,Large,16,178,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
175,dhergoloth,0,7,fiend (yugoloth),Medium,15,119,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
176,dimetrodon,0,1/4,beast,Medium,12,19,swim,unaligned,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
177,dire-troll,0,13,giant,Huge,15,172,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
178,dire-wolf,https://www.aidedd.org/dnd/monstres.php?vo=dire-wolf,1,beast,Large,14,37,0,unaligned,0,Monster Manual (SRD),17.0,15.0,15.0,3.0,12.0,7.0
179,displacer-beast,0,3,monstrosity,Large,13,85,0,lawful evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
180,diviner,0,8,humanoid (any race),Medium,12,67,0,any alignment,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
181,djinni,https://www.aidedd.org/dnd/monstres.php?vo=djinni,11,elemental,Large,17,161,fly,chaotic good,0,Monster Manual (SRD),21.0,15.0,22.0,15.0,16.0,20.0
182,dolphin,https://www.aidedd.org/dnd/monstres.php?vo=dolphin,1/8,beast,Medium,12,11,swim,unaligned,0,Volo's Guide to Monsters,14.0,13.0,13.0,6.0,12.0,7.0
183,doppelganger,https://www.aidedd.org/dnd/monstres.php?vo=doppelganger,3,monstrosity (shapechanger),Medium,14,52,0,neutral,0,Monster Manual (SRD),11.0,18.0,14.0,11.0,12.0,14.0
184,draegloth,0,7,fiend (demon),Large,15,123,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
185,draft-horse,https://www.aidedd.org/dnd/monstres.php?vo=draft-horse,1/4,beast,Large,10,19,0,unaligned,0,Monster Manual (SRD),18.0,10.0,12.0,2.0,11.0,7.0
186,dragon-turtle,https://www.aidedd.org/dnd/monstres.php?vo=dragon-turtle,17,dragon,Gargantuan,20,341,swim,neutral,0,Monster Manual (SRD),25.0,10.0,20.0,10.0,12.0,12.0
187,dragonbait,0,5,humanoid (saurial),Medium,17,120,0,lawful good,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
188,dretch,https://www.aidedd.org/dnd/monstres.php?vo=dretch,1/4,fiend (demon),Small,11,18,0,chaotic evil,0,Monster Manual (SRD),11.0,11.0,12.0,5.0,8.0,3.0
189,drider,https://www.aidedd.org/dnd/monstres.php?vo=drider,6,monstrosity,Large,19,123,0,chaotic evil,0,Monster Manual (SRD),16.0,16.0,18.0,13.0,14.0,12.0
190,drow,https://www.aidedd.org/dnd/monstres.php?vo=drow,1/4,humanoid (elf),Medium,15,13,0,neutral evil,0,Monster Manual (SRD),10.0,14.0,10.0,11.0,11.0,12.0
191,drow-arachnomancer,0,13,humanoid (elf),Medium,15,162,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
192,drow-elite-warrior,0,5,humanoid (elf),Medium,18,71,0,neutral evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
193,drow-favored-consort,0,18,humanoid (elf),Medium,15,225,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
194,drow-house-captain,https://www.aidedd.org/dnd/monstres.php?vo=drow-house-captain,9,humanoid (elf),Medium,16,162,0,neutral evil,0,Mordenkainen's Tome of Foes,14.0,19.0,15.0,12.0,14.0,13.0
195,drow-inquisitor,https://www.aidedd.org/dnd/monstres.php?vo=drow-inquisitor,14,humanoid (elf),Medium,16,143,0,neutral evil,0,Mordenkainen's Tome of Foes,11.0,15.0,14.0,16.0,21.0,20.0
196,drow-mage,https://www.aidedd.org/dnd/monstres.php?vo=drow-mage,7,humanoid (elf),Medium,12,45,0,neutral evil,0,Monster Manual (BR),9.0,14.0,10.0,17.0,13.0,12.0
197,drow-matron-mother,0,20,humanoid (elf),Medium,17,262,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
198,drow-priestress-of-lolth,0,8,humanoid (elf),Medium,16,71,0,neutral evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
199,drow-shadowblade,0,11,humanoid (elf),Medium,17,150,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
200,druid,https://www.aidedd.org/dnd/monstres.php?vo=druid,2,humanoid (any race),Medium,11,27,0,any alignment,0,Monster Manual (SRD),10.0,12.0,13.0,12.0,15.0,11.0
201,dryad,https://www.aidedd.org/dnd/monstres.php?vo=dryad,1,fey,Medium,11,22,0,neutral,0,Monster Manual (SRD),10.0,12.0,11.0,14.0,15.0,18.0
202,duergar,https://www.aidedd.org/dnd/monstres.php?vo=duergar,1,humanoid (dwarf),Medium,16,26,0,lawful evil,0,Monster Manual (SRD),14.0,11.0,14.0,11.0,10.0,9.0
203,duergar-despot,0,12,humanoid (dwarf),Medium,21,119,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
204,duergar-kavalrachni,0,2,humanoid (dwarf),Medium,16,26,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
205,duergar-mind-master,0,2,humanoid (dwarf),Medium,14,39,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
206,duergar-soulblade,0,1,humanoid (dwarf),Medium,14,18,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
207,duergar-stone-guard,0,2,humanoid (dwarf),Medium,18,39,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
208,duergar-warlord,0,6,humanoid (dwarf),Medium,20,75,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
209,duergar-xarrorn,0,2,humanoid (dwarf),Medium,18,26,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
210,duodrone,0,1/4,construct,Medium,15,11,0,lawful neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
211,dust-mephit,https://www.aidedd.org/dnd/monstres.php?vo=dust-mephit,1/2,elemental,Small,12,17,fly,neutral evil,0,Monster Manual (SRD),5.0,14.0,10.0,9.0,11.0,10.0
212,dybbuk,0,4,fiend (demon),Medium,14,37,fly,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
213,eagle,https://www.aidedd.org/dnd/monstres.php?vo=eagle,0,beast,Small,12,3,fly,unaligned,0,Monster Manual (SRD),6.0,15.0,10.0,2.0,14.0,7.0
214,earth-elemental,https://www.aidedd.org/dnd/monstres.php?vo=earth-elemental,5,elemental,Large,17,126,0,neutral,0,Monster Manual (SRD),20.0,8.0,20.0,5.0,10.0,5.0
215,earth-elemental-myrmidon,0,7,elemental,Medium,18,127,0,neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
216,eblis,0,1,monstrosity,Large,13,26,fly,neutral evil,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
217,efreeti,https://www.aidedd.org/dnd/monstres.php?vo=efreeti,11,elemental,Large,17,200,fly,lawful evil,0,Monster Manual (SRD),22.0,12.0,24.0,16.0,15.0,16.0
218,eidolon,0,12,undead,Medium,9,63,fly,any alignment,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
219,elder-brain,0,14,aberration,Large,10,210,swim,lawful evil,Legendary,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
220,elder-oblex,0,10,ooze,Huge,16,115,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
221,elder-tempest,0,23,elemental,Gargantuan,19,264,fly,neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
222,elephant,https://www.aidedd.org/dnd/monstres.php?vo=elephant,4,beast,Huge,12,76,0,unaligned,0,Monster Manual (SRD),22.0,9.0,17.0,3.0,11.0,6.0
223,elk,https://www.aidedd.org/dnd/monstres.php?vo=elk,1/4,beast,Large,10,13,0,unaligned,0,Monster Manual (SRD),16.0,10.0,12.0,2.0,10.0,6.0
224,empyrean,0,23,celestial (titan),Huge,22,313,"fly, swim",chaotic good ,Legendary,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
225,enchanter,0,5,humanoid (any race),Medium,12,40,0,any alignment,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
226,erinyes,https://www.aidedd.org/dnd/monstres.php?vo=erinyes,12,fiend (devil),Medium,18,153,fly,lawful evil,0,Monster Manual (SRD),18.0,16.0,18.0,14.0,14.0,18.0
227,ettercap,https://www.aidedd.org/dnd/monstres.php?vo=ettercap,2,monstrosity,Medium,13,44,0,neutral evil,0,Monster Manual (SRD),14.0,15.0,13.0,7.0,12.0,8.0
228,ettin,https://www.aidedd.org/dnd/monstres.php?vo=ettin,4,giant,Large,12,85,0,chaotic evil,0,Monster Manual (SRD),21.0,8.0,17.0,6.0,10.0,8.0
229,evoker,0,9,humanoid (any race),Medium,12,66,0,any alignment,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
230,expert-lvl-1,0,0,humanoid (any race),Medium,14,11,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
231,expert-lvl-2,0,0,humanoid (any race),Medium,14,16,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
232,expert-lvl-3,0,0,humanoid (any race),Medium,14,22,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
233,expert-lvl-4,0,0,humanoid (any race),Medium,14,27,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
234,expert-lvl-5,0,0,humanoid (any race),Medium,14,33,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
235,expert-lvl-6,0,0,humanoid (any race),Medium,14,38,0,any alignment,0,Essentials Kit,0.0,0.0,0.0,0.0,0.0,0.0
236,faerie-dragon,0,1,dragon,Tiny,15,14,fly,chaotic good,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
237,female-steeder,0,1,monstrosity,Large,14,30,0,unaligned,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
238,fire-elemental,https://www.aidedd.org/dnd/monstres.php?vo=fire-elemental,5,elemental,Large,13,102,0,neutral,0,Monster Manual (SRD),10.0,17.0,16.0,6.0,10.0,7.0
239,fire-elemental-myrmidon,0,7,elemental,Medium,18,123,0,neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
240,fire-giant,https://www.aidedd.org/dnd/monstres.php?vo=fire-giant,9,giant,Huge,18,162,0,lawful evil,0,Monster Manual (SRD),25.0,9.0,23.0,10.0,14.0,13.0
241,fire-giant-dreadnought,0,14,giant (fire giant),Huge,21,187,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
242,fire-snake,https://www.aidedd.org/dnd/monstres.php?vo=fire-snake,1,elemental,Medium,14,22,0,neutral evil,0,Monster Manual (BR),12.0,14.0,11.0,7.0,10.0,8.0
243,firenewt-warlock-of-imix,0,1,humanoid (firenewt),Medium,10,33,0,neutral evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
244,firenewt-warrior,0,1/2,humanoid (firenewt),Medium,16,22,0,neutral evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
245,fist-of-bane,0,1/2,humanoid (human),Medium,18,22,0,lawful evil,0,Adventures (Descent into Avernus),0.0,0.0,0.0,0.0,0.0,0.0
246,flail-snail,0,3,elemental,Large,16,52,0,unaligned,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
247,flameskull,https://www.aidedd.org/dnd/monstres.php?vo=flameskull,4,undead,Tiny,13,40,fly,neutral evil,0,Monster Manual (SRD),1.0,17.0,14.0,16.0,10.0,11.0
248,flesh-golem,https://www.aidedd.org/dnd/monstres.php?vo=flesh-golem,5,construct,Medium,9,93,0,neutral,0,Monster Manual (SRD),19.0,9.0,18.0,6.0,10.0,5.0
249,flind,https://www.aidedd.org/dnd/monstres.php?vo=flind,9,humanoid (gnoll),Medium,16,127,0,chaotic evil,0,Volo's Guide to Monsters,20.0,10.0,19.0,11.0,13.0,12.0
250,flumph,0,1/8,aberration,Small,12,7,fly,lawful good,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
251,flying-snake,https://www.aidedd.org/dnd/monstres.php?vo=flying-snake,1/8,beast,Tiny,14,5,"fly, swim",unaligned,0,Monster Manual (SRD),4.0,18.0,11.0,2.0,12.0,5.0
252,flying-sword,https://www.aidedd.org/dnd/monstres.php?vo=flying-sword,1/4,construct,Small,17,17,fly,unaligned,0,Monster Manual (SRD),12.0,15.0,11.0,1.0,5.0,1.0
253,fomorian,0,8,giant,Huge,14,149,0,chaotic evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
254,fraz-urb-luu,0,23,fiend (demon),Large,18,337,fly,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
255,frog,https://www.aidedd.org/dnd/monstres.php?vo=frog,0,beast,Tiny,11,1,swim,unaligned,0,Monster Manual (SRD),1.0,13.0,8.0,1.0,8.0,3.0
256,froghemoth,https://www.aidedd.org/dnd/monstres.php?vo=froghemoth,10,monstrosity,Huge,14,184,swim,unaligned,0,Volo's Guide to Monsters,23.0,13.0,20.0,2.0,12.0,5.0
257,frost-giant,https://www.aidedd.org/dnd/monstres.php?vo=frost-giant,8,giant,Huge,15,138,0,neutral evil,0,Monster Manual (SRD),23.0,9.0,21.0,9.0,10.0,12.0
258,frost-giant-everlasting-one,0,12,giant (frost giant),Huge,15,189,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
259,frost-salamander,0,9,elemental,Huge,17,168,0,unaligned,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
260,galeb-duhr,https://www.aidedd.org/dnd/monstres.php?vo=galeb-duhr,6,elemental,Medium,16,85,0,neutral,0,Monster Manual (BR),20.0,14.0,20.0,11.0,12.0,11.0
261,gargoyle,https://www.aidedd.org/dnd/monstres.php?vo=gargoyle,2,elemental,Medium,15,52,fly,chaotic evil,0,Monster Manual (SRD),15.0,11.0,16.0,6.0,11.0,7.0
262,gas-spore,0,1/2,plant,Large,5,1,fly,unaligned,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
263,gauth,https://www.aidedd.org/dnd/monstres.php?vo=gauth,6,aberration,Medium,15,67,fly,lawful evil,0,Volo's Guide to Monsters,10.0,14.0,16.0,15.0,15.0,13.0
264,gazer,0,1/2,aberration,Tiny,13,13,fly,neutral evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
265,gelatinous-cube,https://www.aidedd.org/dnd/monstres.php?vo=gelatinous-cube,2,ooze,Large,6,84,0,unaligned,0,Monster Manual (SRD),14.0,3.0,20.0,1.0,6.0,1.0
266,geryon,0,22,fiend (devil),Huge,19,300,fly,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
267,ghast,https://www.aidedd.org/dnd/monstres.php?vo=ghast,2,undead,Medium,13,36,0,chaotic evil,0,Monster Manual (SRD),16.0,17.0,10.0,11.0,10.0,8.0
268,ghost,https://www.aidedd.org/dnd/monstres.php?vo=ghost,4,undead,Medium,11,45,fly,any alignment,0,Monster Manual (SRD),7.0,13.0,10.0,10.0,12.0,17.0
269,ghoul,https://www.aidedd.org/dnd/monstres.php?vo=ghoul,1,undead,Medium,12,22,0,chaotic evil,0,Monster Manual (SRD),13.0,15.0,10.0,7.0,10.0,6.0
270,giant-ape,https://www.aidedd.org/dnd/monstres.php?vo=giant-ape,7,beast,Huge,12,157,0,unaligned,0,Monster Manual (SRD),23.0,14.0,18.0,7.0,12.0,7.0
271,giant-badger,https://www.aidedd.org/dnd/monstres.php?vo=giant-badger,1/4,beast,Medium,10,13,0,unaligned,0,Monster Manual (SRD),13.0,10.0,15.0,2.0,12.0,5.0
272,giant-bat,https://www.aidedd.org/dnd/monstres.php?vo=giant-bat,1/4,beast,Large,13,22,fly,unaligned,0,Monster Manual (SRD),15.0,16.0,11.0,2.0,12.0,6.0
273,giant-boar,https://www.aidedd.org/dnd/monstres.php?vo=giant-boar,2,beast,Large,12,42,0,unaligned,0,Monster Manual (SRD),17.0,10.0,16.0,2.0,7.0,5.0
274,giant-centipede,https://www.aidedd.org/dnd/monstres.php?vo=giant-centipede,1/4,beast,Small,13,4,0,unaligned,0,Monster Manual (SRD),5.0,14.0,12.0,1.0,7.0,3.0
275,giant-constrictor-snake,https://www.aidedd.org/dnd/monstres.php?vo=giant-constrictor-snake,2,beast,Huge,12,60,swim,unaligned,0,Monster Manual (SRD),19.0,14.0,12.0,1.0,10.0,3.0
276,giant-crab,https://www.aidedd.org/dnd/monstres.php?vo=giant-crab,1/8,beast,Medium,15,13,swim,unaligned,0,Monster Manual (SRD),13.0,15.0,11.0,1.0,9.0,3.0
277,giant-crocodile,https://www.aidedd.org/dnd/monstres.php?vo=giant-crocodile,5,beast,Huge,14,85,swim,unaligned,0,Monster Manual (SRD),21.0,9.0,17.0,2.0,10.0,7.0
278,giant-eagle,https://www.aidedd.org/dnd/monstres.php?vo=giant-eagle,1,beast,Large,13,26,fly,neutral good,0,Monster Manual (SRD),16.0,17.0,13.0,8.0,14.0,10.0
279,giant-elk,https://www.aidedd.org/dnd/monstres.php?vo=giant-elk,2,beast,Huge,14,42,0,unaligned,0,Monster Manual (SRD),19.0,16.0,14.0,7.0,14.0,10.0
280,giant-fire-beetle,https://www.aidedd.org/dnd/monstres.php?vo=giant-fire-beetle,0,beast,Small,13,4,0,unaligned,0,Monster Manual (SRD),8.0,10.0,12.0,1.0,7.0,3.0
281,giant-four-armed-gargoyle,0,10,elemental,Large,17,147,fly,chaotic evil,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
282,giant-frog,https://www.aidedd.org/dnd/monstres.php?vo=giant-frog,1/4,beast,Medium,11,18,swim,unaligned,0,Monster Manual (SRD),12.0,13.0,11.0,2.0,10.0,3.0
283,giant-goat,https://www.aidedd.org/dnd/monstres.php?vo=giant-goat,1/2,beast,Large,11,19,0,unaligned,0,Monster Manual (SRD),17.0,11.0,12.0,3.0,12.0,6.0
284,giant-hyena,https://www.aidedd.org/dnd/monstres.php?vo=giant-hyena,1,beast,Large,12,45,0,unaligned,0,Monster Manual (SRD),16.0,14.0,14.0,2.0,12.0,7.0
285,giant-lizard,https://www.aidedd.org/dnd/monstres.php?vo=giant-lizard,1/4,beast,Large,12,19,0,unaligned,0,Monster Manual (SRD),15.0,12.0,13.0,2.0,10.0,5.0
286,giant-octopus,https://www.aidedd.org/dnd/monstres.php?vo=giant-octopus,1,beast,Large,11,52,swim,unaligned,0,Monster Manual (SRD),17.0,13.0,13.0,4.0,10.0,4.0
287,giant-owl,https://www.aidedd.org/dnd/monstres.php?vo=giant-owl,1/4,beast,Large,12,19,fly,neutral,0,Monster Manual (SRD),13.0,15.0,12.0,8.0,13.0,10.0
288,giant-poisonous-snake,https://www.aidedd.org/dnd/monstres.php?vo=giant-poisonous-snake,1/4,beast,Medium,14,11,swim,unaligned,0,Monster Manual (SRD),10.0,18.0,13.0,2.0,10.0,3.0
289,giant-rat,https://www.aidedd.org/dnd/monstres.php?vo=giant-rat,1/8,beast,Small,12,7,0,unaligned,0,Monster Manual (SRD),7.0,15.0,11.0,2.0,10.0,4.0
290,giant-scorpion,https://www.aidedd.org/dnd/monstres.php?vo=giant-scorpion,3,beast,Large,15,52,0,unaligned,0,Monster Manual (SRD),15.0,13.0,15.0,1.0,9.0,3.0
291,giant-sea-horse,https://www.aidedd.org/dnd/monstres.php?vo=giant-sea-horse,1/2,beast,Large,13,16,swim,unaligned,0,Monster Manual (SRD),12.0,15.0,11.0,2.0,12.0,5.0
292,giant-shark,https://www.aidedd.org/dnd/monstres.php?vo=giant-shark,5,beast,Huge,13,126,swim,unaligned,0,Monster Manual (SRD),23.0,11.0,21.0,1.0,10.0,5.0
293,giant-spider,https://www.aidedd.org/dnd/monstres.php?vo=giant-spider,1,beast,Large,14,26,0,unaligned,0,Monster Manual (SRD),14.0,16.0,12.0,2.0,11.0,4.0
294,giant-strider,0,1,monstrosity,Large,14,22,0,neutral evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
295,giant-toad,https://www.aidedd.org/dnd/monstres.php?vo=giant-toad,1,beast,Large,11,39,swim,unaligned,0,Monster Manual (SRD),15.0,13.0,13.0,2.0,10.0,3.0
296,giant-two-headed-goat,https://www.aidedd.org/dnd/monstres.php?vo=giant-two-headed-goat,1/2,beast,Large,11,19,0,unaligned,0,Extra (Adventurers League),17.0,11.0,12.0,3.0,12.0,6.0
297,giant-vulture,https://www.aidedd.org/dnd/monstres.php?vo=giant-vulture,1,beast,Large,10,22,fly,neutral evil,0,Monster Manual (SRD),15.0,10.0,15.0,6.0,12.0,7.0
298,giant-wasp,https://www.aidedd.org/dnd/monstres.php?vo=giant-wasp,1/2,beast,Medium,12,13,fly,unaligned,0,Monster Manual (SRD),10.0,14.0,10.0,1.0,10.0,3.0
299,giant-weasel,https://www.aidedd.org/dnd/monstres.php?vo=giant-weasel,1/8,beast,Medium,13,9,0,unaligned,0,Monster Manual (SRD),11.0,16.0,10.0,4.0,12.0,5.0
300,giant-wolf-spider,https://www.aidedd.org/dnd/monstres.php?vo=giant-wolf-spider,1/4,beast,Medium,13,11,0,unaligned,0,Monster Manual (SRD),12.0,16.0,13.0,3.0,12.0,4.0
301,gibbering-mouther,https://www.aidedd.org/dnd/monstres.php?vo=gibbering-mouther,2,aberration,Medium,9,67,swim,neutral,0,Monster Manual (SRD),10.0,8.0,16.0,3.0,10.0,6.0
302,giff,0,3,humanoid,Medium,16,60,0,lawful neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
303,girallon,0,4,monstrosity,Large,13,59,0,unaligned,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
304,githyanki-gish,0,10,humanoid (gith),Medium,17,123,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
305,githyanki-kith--rak,0,12,humanoid (gith),Medium,18,180,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
306,githyanki-knight,0,8,humanoid (gith),Medium,18,91,0,lawful evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
307,githyanki-supreme-commander,0,14,humanoid (gith),Medium,18,187,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
308,githyanki-warrior,0,3,humanoid (gith),Medium,17,49,0,lawful evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
309,githzerai-anarch,0,16,humanoid (gith),Medium,20,144,fly,lawful neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
310,githzerai-enlightned,0,10,humanoid (gith),Medium,18,112,0,lawful neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
311,githzerai-monk,0,2,humanoid (gith),Medium,14,38,0,lawful neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
312,githzerai-zerth,0,6,humanoid (gith),Medium,17,84,0,lawful neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
313,glabrezu,https://www.aidedd.org/dnd/monstres.php?vo=glabrezu,9,fiend (demon),Large,17,157,0,chaotic evil,0,Monster Manual (SRD),20.0,15.0,21.0,19.0,17.0,16.0
314,gladiator,https://www.aidedd.org/dnd/monstres.php?vo=gladiator,5,humanoid (any race),Medium,16,112,0,any alignment,0,Monster Manual (SRD),18.0,15.0,16.0,10.0,12.0,15.0
