,Unnamed: 0,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
1879,1879,Dragon Eel,0,0,18,18,195,17d12 + 85,N,dragon,,,H,26,12,20,14,13,14,6,6,5,-1,5,12,-1,-1,5,5,-1,-1,-1,5,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,0,15,D,20,,-1,,-1,,-1,,60,True,,,,,,,True,"[""Breath Weapon"",""Multiattack""]",False,False,"[""paralyzed""]","B, L,P","[""constitution"",""dexterity"",""strength""]",-1,0,,,,False,,,"[""lightning""]","[""paralyzed"",""prone""]","[""Common"",""Draconic"",""Primordial""]","C,DR,P",,"coastal, underwater","AOE, MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1053,1053,Remallia Haventree,0,0,15,15,66,12d8 + 12,C G,humanoid,Elf,,M,10,14,13,18,15,17,-1,8,6,-1,-1,-1,8,8,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,7,-1,-1,-1,0,12,D,30,,-1,,-1,,-1,,-1,True,"[""Fey Ancestry""]",Int,"C,F,N,O",CW,"[""frightened"",""incapacitated"",""invisible"",""petrified"",""restrained"",""stunned"",""unconscious""]","[""charisma"",""constitution"",""dexterity"",""intelligence"",""wisdom""]",True,,False,False,,P,,-1,0,,,,False,,,,,"[""Common"",""Draconic"",""Dwarvish"",""Elvish"",""Halfling""]","C,D,DR,E,H",dagger,,"MLW,MW",WDH,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1846,1846,Steam Golem,0,0,19,18,171,18d10 + 72,U,construct,,,L,26,12,18,3,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,SD,40,,-1,,-1,,-1,,-1,True,"[""Immutable Form"",""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,True,,"F,S","[""constitution"",""dexterity""]",-1,0,,,,False,,,"[""fire"",""poison"",""psychic"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,urban,"AOE, MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
2716,2716,Goat-Man,0,0,9,14,65,10d8 + 20,C E,monstrosity,,,M,19,14,14,10,13,8,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,6,-1,4,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,0,11,D,40,,-1,,-1,,-1,,-1,True,"[""Charge""]",,,,,,True,"[""Multiattack""]",False,False,"[""prone"",""stunned""]","B, P","[""constitution"",""strength""]",-1,0,,,,False,,,,"[""charmed"",""frightened""]","[""understands Common"",""Giant"",""and Trollkin but can't speak""]","C,CS,GI",,"badlands, grassland",MW,ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1765,1765,Bore Worm,0,1,22,18,247,15d20 + 90,U,construct,,,G,28,7,22,1,8,4,-1,-1,4,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,"B, T",50,,30,,-1,,-1,,-1,True,"[""Regeneration"",""Tunneler""]",,,,,,True,"[""Multiattack""]",False,False,,"I,P,S","[""constitution""]",-1,0,,,,False,,,"[""poison"",""psychic"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""prone""]",,,,,"MW, RCH",WDMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2063,2063,Vine Troll Skeleton,0,0,15,16,153,18d10 + 54,U,undead,,,L,20,12,16,6,8,5,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,D,30,,-1,,-1,,-1,,-1,True,"[""Regeneration""]",,,,,,True,"[""Multiattack""]",False,False,,"I,P,S",,-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""deafened"",""exhaustion"",""poisoned""]","[""understands all languages it knew in life but can't speak""]","CS,LF",,forest,"MW, RW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
630,630,Dao,0,0,17,18,187,15d10 + 105,N E,elemental,,,L,23,12,24,12,13,14,6,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,SD,30,,30,,-1,,30,,-1,True,,Cha,Y,I,"[""frightened"",""invisible""]","[""charisma"",""dexterity"",""wisdom""]",True,"[""Multiattack""]",False,False,"[""prone""]",B,,-1,0,,,,False,,,,"[""petrified""]","[""Terran""]",T,maul,underdark,"MLW,MW",MM,False,"[""Genies""]",,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1
2724,2724,Millitaur,0,0,9,14,85,10d10 + 30,N,monstrosity,,,L,17,14,16,8,16,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,"D, T",40,,20,,30,,-1,,-1,False,,,,,,,True,"[""Multiattack""]",False,False,"[""poisoned""]","I,S","[""dexterity""]",-1,0,,,,False,"[""poison"",""slashing""]",,,"[""prone""]","[""Common"",""Millitaur""]",C,handaxe,forest,"AOE, MLW,MW, RW, THW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1916,1916,Adult Deep Dragon,0,0,17,17,147,14d12 + 56,N E,dragon,,,H,20,14,18,16,16,18,8,-1,7,8,6,-1,-1,-1,-1,7,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,0,17,"B, SD",40,,30,,-1,,80,,40,True,"[""Legendary Resistances""]",,,,,,True,"[""Breath Weapon"",""Multiattack"",""Shapechanger""]",False,False,"[""frightened"",""poisoned"",""prone""]","B, I,P,S,Y","[""constitution"",""strength"",""wisdom""]",-1,0,I,"[""constitution"",""wisdom""]","[""poisoned""]",False,"[""poison"",""psychic""]",,,"[""charmed"",""frightened"",""poisoned""]","[""Common"",""Draconic"",""Undercommon""]","C,DR,U",,,"AOE, MW, RCH",FTD,False,,,-1,,True,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1
1325,1325,Harengon Brigand,0,1,3,14,9,2d8,A,humanoid,,,M,14,17,11,10,11,10,-1,-1,-1,-1,5,-1,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,,30,,-1,,-1,,-1,,-1,True,"[""Pack Tactics""]",,,,,,True,,False,False,,B,,-1,0,,,,False,,,,,"[""Common"",""Sylvan""]","C,S","club, sling",,"MLW,MW, RNG, RW",WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1104,1104,Vajra Safahr,0,0,19,17,126,23d8 + 23,L N,humanoid,Human,,M,10,14,12,20,11,16,5,12,7,3,4,2,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",Int,"A, B, C, F, I, L, O, T, Y",CW,,"[""charisma"",""constitution"",""dexterity"",""wisdom""]",True,,False,False,,O,,-1,0,,,,False,,,,,"[""Common"",""Dwarvish"",""Elvish"",""Giant"",""Halfling"",""Undercommon""]","C,D,E,GI,H,U",,,MW,WDH,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
104,104,Pazuzu,0,0,31,21,405,30d10 + 240,C E,fiend,demon,,L,23,30,27,23,18,27,16,-1,-1,16,18,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,0,22,U,30,,-1,,-1,,90,,-1,True,"[""Legendary Resistances"",""Magic Resistance"",""Magic Weapons""]",Cha,"N,P",O,"[""charmed"",""incapacitated"",""restrained"",""unconscious""]","[""charisma"",""constitution"",""wisdom""]",True,"[""Breath Weapon"",""Multiattack""]",True,False,,"A, I,N,S","[""dexterity"",""strength"",""wisdom""]",-1,0,,,,False,"[""acid"",""cold"",""fire""]",,"[""lightning"",""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",greatsword,,"AOE, MLW,MW",MaBJoV,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
409,409,Swarm of Hoard Scarabs,0,0,8,14,31,7d8,U,monstrosity,,True,M,6,16,11,3,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,"D, T",20,,20,,-1,,20,,-1,True,"[""False Appearance""]",,,,,,True,,True,False,,P,"[""dexterity""]",-1,0,,,,False,"[""bludgeoning"",""piercing"",""slashing""]",,,"[""charmed"",""frightened"",""grappled"",""paralyzed"",""petrified"",""prone"",""restrained"",""stunned""]",,,,,"AOE, MW",FTD,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2892,2892,Roachling Lord,0,0,8,15,63,14d6 + 14,C N,humanoid,roachling,,S,10,16,12,10,10,10,-1,-1,-1,3,5,-1,-1,-1,-1,-1,-1,7,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,"D, T",25,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Multiattack""]",False,False,,"I,P",,-1,0,,,,False,,,,"[""poisoned""]","[""Common""]",C,,urban,"MLW,MW, RW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
850,850,Stonemelder,0,1,10,17,75,10d8 + 30,N E,humanoid,Human,,M,15,10,16,12,11,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,0,12,T,30,,-1,,-1,,-1,,-1,True,"[""Death Burst""]",Cha,"A, B, T",CS,,"[""constitution"",""dexterity"",""strength""]",True,,False,False,,B,"[""dexterity""]",-1,0,,,,False,,,,,"[""Common"",""Terran""]","C,T",,,MW,PotA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
614,614,Planetar,0,0,22,19,200,16d10 + 112,L G,celestial,,,L,24,20,24,19,22,25,12,-1,11,12,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,21,U,40,,-1,,-1,,120,,-1,True,"[""Magic Resistance""]",Cha,"F,P,R,S",I,"[""invisible""]","[""charisma"",""constitution"",""dexterity""]",True,"[""Multiattack""]",False,False,,"R,S",,-1,0,,,,False,"[""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""charmed"",""exhaustion"",""frightened""]","[""all"",""telepathy 120 ft.""]","TP,XX",greatsword,,"MLW,MW",MM,False,"[""Angels""]",,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1
618,618,Deva,0,0,16,17,136,16d8 + 64,L G,celestial,,,M,18,18,18,17,20,20,9,-1,9,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,19,SD,30,,-1,,-1,,90,,-1,True,"[""Magic Resistance""]",Cha,,I,,,True,"[""Multiattack"",""Shapechanger""]",False,False,,"B, R",,-1,0,,,,False,"[""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""charmed"",""exhaustion"",""frightened""]","[""all"",""telepathy 120 ft.""]","TP,XX",mace,,"MLW,MW",MM,False,"[""Angels""]",,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1
770,770,Yuan-ti Malison (Type 2),0,0,9,12,66,12d8 + 12,N E,monstrosity,"shapechanger, yuan-ti",,M,16,14,13,14,12,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,0,11,D,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance"",""Shapechanger""]",Cha,,"F,I",,"[""wisdom""]",True,"[""Multiattack""]",False,False,,"I,P",,-1,0,,,,False,,,"[""poison""]","[""poisoned""]","[""Abyssal"",""Common"",""Draconic""]","AB,C,DR",,"forest, swamp, desert",MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
936,936,Young Emerald Dragon,0,0,14,17,142,15d10 + 60,L N,dragon,gem,,L,21,12,19,16,14,16,6,-1,5,7,4,-1,6,-1,-1,8,-1,4,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,0,18,"B, SD",40,,30,,-1,,60,,-1,True,"[""Tunneler""]",Int,,P,"[""invisible""]","[""wisdom""]",True,"[""Breath Weapon"",""Multiattack""]",False,False,,"P,S,Y","[""intelligence""]",-1,0,,,,False,"[""fire"",""psychic""]",,,,"[""Common"",""Draconic"",""telepathy 120 ft.""]","C,DR,TP",,,"AOE, MW, RCH",FTD,False,"[""Gem Dragon""]",,-1,,True,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1
3163,3163,Gibberling,0,1,6,12,7,2d6,C E,fiend,demon,,S,13,14,11,5,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,SD,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,P,,-1,0,,,,False,,,,"[""charmed""]","[""Gibberling""]",,,,MW,QftIS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
1011,1011,"Tyreus, Illusionist",0,0,19,13,156,24d8 + 48,N E,humanoid,Human,,M,10,16,14,20,15,16,-1,10,7,-1,-1,-1,12,10,-1,7,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,0,17,,30,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances""]",Int,"F,L,O,T, Y",CW,"[""blinded"",""deafened"",""frightened"",""incapacitated"",""invisible"",""restrained""]","[""charisma"",""constitution"",""dexterity"",""intelligence"",""wisdom""]",True,,False,False,,P,,-1,0,,,,False,"[{""special"":""damage from spells""},{""cond"":true,""note"":""(from stoneskin)"",""preNote"":""nonmagical"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,"[""Common"",""Deep Speech"",""Draconic"",""Primordial"",""Sylvan""]","C,DR,DS,P,S",dagger,,"MLW,MW, RW, THW",AitFR-FCD,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
226,226,Astral Elf Star Priest,0,0,11,13,90,20d8,A,humanoid,cleric,,M,11,11,10,16,20,17,6,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,6,-1,-1,0,15,D,30,,-1,,-1,,-1,,-1,True,"[""Fey Ancestry"",""Unusual Nature""]",Wis,,O,"[""paralyzed""]","[""wisdom""]",True,"[""Multiattack""]",True,False,,"P,R","[""dexterity""]",-1,0,,,,False,,,,,"[""Celestial"",""Common"",""Elvish""]","C,CE,E",morningstar,,"MLW,MW",BAM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2613,2613,Young Horizonback Tortoise,0,1,9,15,68,8d12 + 16,U,beast,,,H,19,11,15,2,12,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,,30,,-1,,-1,,-1,,-1,True,"[""Amphibious""]",,,,,,True,,False,False,"[""prone""]",P,"[""strength""]",-1,0,,,,False,,,,,"[""understands Goblin but can't speak""]","CS,GO",,,"MW, RCH",CRCotN,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2069,2069,Savager,0,0,14,17,105,10d10 + 50,N E,beast,,,L,22,14,21,2,10,13,-1,-1,-1,8,5,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,D,40,,-1,,20,,-1,,-1,True,,,,,,,True,"[""Multiattack""]",False,False,,"P,S","[""strength""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""charmed"",""frightened""]",,,,forest,MW,ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1
2107,2107,Guardian Giant,0,0,14,19,137,11d12 + 66,L N,giant,,,H,24,17,22,10,18,12,-1,-1,7,-1,6,-1,-1,-1,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,,40,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Multiattack""]",False,True,,P,,-1,0,,,,False,,,,,"[""Common"",""Giant""]","C,GI",spear,,"MLW,MW, RCH, RW, THW",GGR,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2459,2459,Spawn of Kyuss,0,0,11,10,76,9d8 + 36,C E,undead,,,M,16,11,18,5,7,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,D,30,,-1,,-1,,-1,,-1,True,"[""Regeneration"",""Unusual Nature""]",,,,,,True,"[""Multiattack""]",False,False,,"N,P,S","[""dexterity""]",-1,0,,,,False,,,"[""poison""]","[""exhaustion"",""poisoned""]","[""understands the languages it knew in life but can't speak""]","CS,LF",,"desert, underdark","DIS, MW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
785,785,Fog Giant,0,0,17,16,200,16d12 + 96,N E,giant,,,H,27,10,22,12,16,16,7,-1,7,10,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,0,17,,40,,-1,,-1,,-1,,-1,True,"[""Keen Senses""]",Cha,,I,,"[""dexterity""]",True,"[""Multiattack""]",False,False,,"B, S",,-1,0,,,,False,,,,,"[""Common"",""Giant""]","C,GI",greatsword,,"MLW,MW, RCH, RW",MFF,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1172,1172,Obzedat Ghost,0,0,14,14,110,20d8 + 20,L E,undead,,,M,10,10,13,18,20,17,-1,7,8,-1,-1,-1,-1,-1,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,18,D,0,,-1,,-1,hover,30,,-1,True,"[""Incorporeal Movement"",""Legendary Resistances""]",Wis,"N,R",I,,"[""wisdom""]",True,,False,False,,"N,O","[""constitution"",""wisdom""]",-1,0,,,,False,"[""acid"",""cold"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""necrotic"",""poison""]","[""charmed"",""exhaustion"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Common""]",C,,,"HPR, MW",GGR,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
