,name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha,legendary_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing
706,weasel,https://www.aidedd.org/dnd/monstres.php?vo=weasel,3,beast,Tiny,13,1,,unaligned,0,Monster Manual (SRD),3.0,16.0,8.0,2.0,12.0,3.0,1,0,0,0,0,0,0
193,drow-favored-consort,,21,humanoid (elf),Medium,15,225,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
157,death-knight,,20,undead,Medium,20,180,,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
529,quaggoth,,5,humanoid (quaggoth),Medium,13,45,,chaotic neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
150,cyclops,https://www.aidedd.org/dnd/monstres.php?vo=cyclops,9,giant,Huge,14,138,,chaotic neutral,0,Monster Manual (SRD),22.0,11.0,20.0,8.0,6.0,10.0,1,0,0,0,0,0,0
132,cloud-giant,https://www.aidedd.org/dnd/monstres.php?vo=cloud-giant,12,giant,Huge,14,200,,neutral good ,0,Monster Manual (SRD),27.0,10.0,22.0,12.0,16.0,16.0,1,0,0,0,0,0,0
120,cave-fisher,,6,monstrosity,Medium,16,58,,unaligned,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
388,jaculi,,2,beast,Large,14,16,,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
759,zariel,https://www.aidedd.org/dnd/monstres.php?vo=zariel,29,fiend (devil),Large,21,580,fly,lawful evil,1,Mordenkainen's Tome of Foes,27.0,24.0,28.0,26.0,27.0,30.0,0,0,0,0,0,0,0
685,vine-blight,,2,plant,Medium,12,26,,neutral evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
738,young-blue-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-blue-dragon,12,dragon,Large,18,152,fly,lawful evil,0,Monster Manual (SRD),21.0,10.0,19.0,14.0,13.0,17.0,1,0,0,0,0,0,0
244,firenewt-warrior,,2,humanoid (firenewt),Medium,16,22,,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
707,werebear,https://www.aidedd.org/dnd/monstres.php?vo=werebear,8,"humanoid (human, shapechanger)",Medium,10,135,,neutral good,0,Monster Manual (SRD),19.0,10.0,17.0,11.0,12.0,12.0,1,0,0,0,0,0,0
470,neogi-hatchling,,0,aberration,Tiny,11,7,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
326,gorgon,https://www.aidedd.org/dnd/monstres.php?vo=gorgon,8,monstrosity,Large,19,114,,unaligned,0,Monster Manual (SRD),20.0,11.0,18.0,2.0,12.0,7.0,1,0,0,0,0,0,0
72,baphomet,,26,fiend (demon),Huge,22,275,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
122,chain-devil,https://www.aidedd.org/dnd/monstres.php?vo=chain-devil,11,fiend (devil),Medium,16,85,,lawful evil,0,Monster Manual (SRD),18.0,15.0,18.0,11.0,12.0,14.0,1,0,0,0,0,0,0
55,atropal,,16,undead (titan),Huge,7,225,fly,neutral evil,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
455,mule,https://www.aidedd.org/dnd/monstres.php?vo=mule,0,beast,Medium,10,11,,unaligned,0,Monster Manual (SRD),14.0,10.0,13.0,2.0,10.0,5.0,1,0,0,0,0,0,0
171,derro-savant,,6,humanoid (derro),Small,13,36,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
490,ogre-zombie,https://www.aidedd.org/dnd/monstres.php?vo=ogre-zombie,5,undead,Large,8,85,,neutral evil,0,Monster Manual (SRD),19.0,6.0,18.0,3.0,6.0,5.0,1,0,0,0,0,0,0
332,green-abishai,,18,fiend (devil),Medium,18,187,fly,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
645,the-hungry,,14,monstrosity,Medium,17,225,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
560,salamander,https://www.aidedd.org/dnd/monstres.php?vo=salamander,8,elemental,Large,15,90,,neutral evil,0,Monster Manual (SRD),18.0,14.0,15.0,11.0,10.0,12.0,1,0,0,0,0,0,0
670,ultroloth,,16,fiend (yugoloth),Medium,19,153,fly,neutral evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
194,drow-house-captain,https://www.aidedd.org/dnd/monstres.php?vo=drow-house-captain,12,humanoid (elf),Medium,16,162,,neutral evil,0,Mordenkainen's Tome of Foes,14.0,19.0,15.0,12.0,14.0,13.0,1,0,0,0,0,0,0
459,myconid-adult,,2,plant,Medium,12,22,,lawful neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
204,duergar-kavalrachni,,5,humanoid (dwarf),Medium,16,26,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
498,orc-eye-of-gruumsh,https://www.aidedd.org/dnd/monstres.php?vo=orc-eye-of-gruumsh,5,humanoid (orc),Medium,16,45,,chaotic evil,0,Monster Manual (BR),16.0,12.0,16.0,9.0,13.0,12.0,1,0,0,0,0,0,0
84,berbalang,,5,aberration,Medium,14,38,fly,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
341,grung,,1,humanoid (grung),Small,12,11,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
611,star-spawn-larva-mage,,19,aberration,Medium,16,168,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
212,dybbuk,,7,fiend (demon),Medium,14,37,fly,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
356,helmed-horror,https://www.aidedd.org/dnd/monstres.php?vo=helmed-horror,7,construct,Medium,20,60,fly,neutral,0,Monster Manual (BR),18.0,13.0,16.0,10.0,10.0,10.0,1,0,0,0,0,0,0
343,grung-wildling,,4,humanoid (grung),Small,13,27,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
749,young-white-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-white-dragon,9,dragon,Large,17,133,"fly, swim",chaotic evil,0,Monster Manual (SRD),18.0,10.0,18.0,6.0,11.0,12.0,1,0,0,0,0,0,0
391,kamadan,,7,monstrosity,Large,13,67,,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
297,giant-vulture,https://www.aidedd.org/dnd/monstres.php?vo=giant-vulture,4,beast,Large,10,22,fly,neutral evil,0,Monster Manual (SRD),15.0,10.0,15.0,6.0,12.0,7.0,1,0,0,0,0,0,0
659,trapper,,6,monstrosity,Large,13,85,,unaligned,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
715,wild-dog,https://www.aidedd.org/dnd/monstres.php?vo=wild-dog,0,beast,Medium,12,5,,unaligned,0,Extra (Adventurers League),13.0,14.0,12.0,3.0,12.0,7.0,1,0,0,0,0,0,0
3,abominable-yeti,,12,monstrosity,Huge,15,137,,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
669,ulitharid,,12,aberration,Large,15,127,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
313,glabrezu,https://www.aidedd.org/dnd/monstres.php?vo=glabrezu,12,fiend (demon),Large,17,157,,chaotic evil,0,Monster Manual (SRD),20.0,15.0,21.0,19.0,17.0,16.0,1,0,0,0,0,0,0
10,adult-bronze-dragon,https://www.aidedd.org/dnd/monstres.php?vo=adult-bronze-dragon,18,dragon,Huge,19,212,"fly, swim",lawful good,1,Monster Manual (SRD),25.0,10.0,23.0,16.0,15.0,19.0,0,0,0,0,0,0,0
652,tiamat,,33,fiend,Gargantuan,25,615,fly,chaotic evil,0,Adventures (Tyranny of Dragons),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
653,tiger,https://www.aidedd.org/dnd/monstres.php?vo=tiger,4,beast,Large,12,37,,unaligned,0,Monster Manual (SRD),17.0,15.0,14.0,3.0,12.0,8.0,1,0,0,0,0,0,0
545,remorhaz,https://www.aidedd.org/dnd/monstres.php?vo=remorhaz,14,monstrosity,Huge,17,195,,unaligned,0,Monster Manual (SRD),24.0,13.0,21.0,4.0,10.0,5.0,1,0,0,0,0,0,0
392,kenku,https://www.aidedd.org/dnd/monstres.php?vo=kenku,1,humanoid (kenku),Medium,13,13,,chaotic neutral,0,Monster Manual (BR),10.0,16.0,10.0,11.0,10.0,10.0,1,0,0,0,0,0,0
34,ancient-gold-dragon,https://www.aidedd.org/dnd/monstres.php?vo=ancient-gold-dragon,27,dragon,Gargantuan,22,546,"fly, swim",lawful good,1,Monster Manual (SRD),30.0,14.0,29.0,18.0,17.0,28.0,0,0,0,0,0,0,0
358,hill-giant,https://www.aidedd.org/dnd/monstres.php?vo=hill-giant,8,giant,Huge,13,105,,chaotic evil,0,Monster Manual (SRD),21.0,8.0,19.0,5.0,9.0,6.0,1,0,0,0,0,0,0
395,knight,https://www.aidedd.org/dnd/monstres.php?vo=knight,6,humanoid (any race),Medium,18,52,,any alignment,0,Monster Manual (SRD),16.0,11.0,14.0,11.0,11.0,15.0,1,0,0,0,0,0,0
305,githyanki-kith--rak,,15,humanoid (gith),Medium,18,180,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
25,allip,,8,undead,Medium,13,40,fly,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
513,phoenix,,19,elemental,Gargantuan,18,175,fly,neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
369,hulking-crab,,8,beast,Huge,17,76,swim,unaligned,0,Adventures (Storm King's Thunder),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
366,hook-horror,https://www.aidedd.org/dnd/monstres.php?vo=hook-horror,6,monstrosity,Large,15,75,,neutral,0,Monster Manual (BR),18.0,10.0,15.0,6.0,12.0,7.0,1,0,0,0,0,0,0
396,kobold,https://www.aidedd.org/dnd/monstres.php?vo=kobold,0,humanoid (kobold),Small,12,5,,lawful evil,0,Monster Manual (SRD),7.0,15.0,9.0,8.0,7.0,8.0,1,0,0,0,0,0,0
156,death-kiss,,13,aberration,Large,16,161,fly,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
291,giant-sea-horse,https://www.aidedd.org/dnd/monstres.php?vo=giant-sea-horse,2,beast,Large,13,16,swim,unaligned,0,Monster Manual (SRD),12.0,15.0,11.0,2.0,12.0,5.0,1,0,0,0,0,0,0
287,giant-owl,https://www.aidedd.org/dnd/monstres.php?vo=giant-owl,1,beast,Large,12,19,fly,neutral,0,Monster Manual (SRD),13.0,15.0,12.0,8.0,13.0,10.0,1,0,0,0,0,0,0
36,ancient-red-dragon,https://www.aidedd.org/dnd/monstres.php?vo=ancient-red-dragon,27,dragon,Gargantuan,22,546,fly,chaotic evil,1,Monster Manual (SRD),30.0,10.0,29.0,18.0,15.0,23.0,0,0,0,0,0,0,0
138,copper-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=copper-dragon-wyrmling,4,dragon,Medium,16,22,fly,chaotic good,0,Monster Manual (SRD),15.0,12.0,13.0,14.0,11.0,13.0,1,0,0,0,0,0,0
285,giant-lizard,https://www.aidedd.org/dnd/monstres.php?vo=giant-lizard,1,beast,Large,12,19,,unaligned,0,Monster Manual (SRD),15.0,12.0,13.0,2.0,10.0,5.0,1,0,0,0,0,0,0
273,giant-boar,https://www.aidedd.org/dnd/monstres.php?vo=giant-boar,5,beast,Large,12,42,,unaligned,0,Monster Manual (SRD),17.0,10.0,16.0,2.0,7.0,5.0,1,0,0,0,0,0,0
354,hellfire-engine,,19,construct,Huge,18,216,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
500,orc-red-fang-of-shargaas,,6,humanoid (orc),Medium,15,52,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
733,yellow-musk-zombie,,1,undead,Medium,9,33,,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
682,venerable-shadow,https://www.aidedd.org/dnd/monstres.php?vo=venerable-shadow,5,undead,Medium,13,27,,chaotic evil,0,Extra (AideDD),6.0,16.0,13.0,6.0,12.0,10.0,1,0,0,0,0,0,0
314,gladiator,https://www.aidedd.org/dnd/monstres.php?vo=gladiator,8,humanoid (any race),Medium,16,112,,any alignment,0,Monster Manual (SRD),18.0,15.0,16.0,10.0,12.0,15.0,1,0,0,0,0,0,0
83,belaphoss,https://www.aidedd.org/dnd/monstres.php?vo=belaphoss,23,fiend (demon),Huge,19,262,fly,chaotic evil,0,Extra (Dragon Mag),26.0,15.0,22.0,20.0,16.0,22.0,1,0,0,0,0,0,0
410,leucrotta,,6,monstrosity,Large,14,67,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
454,mud-mephit,https://www.aidedd.org/dnd/monstres.php?vo=mud-mephit,1,elemental,Small,11,27,"fly, swim",neutral evil,0,Monster Manual (SRD),8.0,12.0,12.0,9.0,11.0,7.0,1,0,0,0,0,0,0
220,elder-oblex,,13,ooze,Huge,16,115,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
102,bone-naga,,7,undead,Large,15,58,,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
747,young-remorhaz,,8,monstrosity,Large,14,93,,unaligned,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
419,magma-mephit,https://www.aidedd.org/dnd/monstres.php?vo=magma-mephit,2,elemental,Small,11,22,fly,neutral evil,0,Monster Manual (SRD),8.0,12.0,12.0,7.0,10.0,10.0,1,0,0,0,0,0,0
76,barlgura,https://www.aidedd.org/dnd/monstres.php?vo=barlgura,8,fiend (demon),Large,15,68,,chaotic evil,0,Monster Manual (BR),18.0,15.0,16.0,7.0,14.0,9.0,1,0,0,0,0,0,0
387,jackalwere,https://www.aidedd.org/dnd/monstres.php?vo=jackalwere,2,humanoid (shapechanger),Medium,12,18,,chaotic evil,0,Monster Manual (BR),11.0,15.0,11.0,13.0,11.0,10.0,1,0,0,0,0,0,0
233,expert-lvl-4,,3,humanoid (any race),Medium,14,27,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
691,warhorse-skeleton,https://www.aidedd.org/dnd/monstres.php?vo=warhorse-skeleton,2,undead,Large,13,22,,lawful evil,0,Monster Manual (SRD),18.0,12.0,15.0,2.0,8.0,5.0,1,0,0,0,0,0,0
382,invisible-stalker,https://www.aidedd.org/dnd/monstres.php?vo=invisible-stalker,9,elemental,Medium,14,104,fly,neutral,0,Monster Manual (SRD),16.0,19.0,14.0,10.0,15.0,11.0,1,0,0,0,0,0,0
87,black-abishai,,10,fiend (devil),Medium,15,58,fly,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
159,death-tyrant,,17,undead,Large,19,187,fly,lawful evil,1,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,1,1
604,spirit-naga,https://www.aidedd.org/dnd/monstres.php?vo=spirit-naga,11,monstrosity,Large,15,75,,chaotic evil,0,Monster Manual (SRD),18.0,17.0,14.0,16.0,15.0,16.0,1,0,0,0,0,0,0
616,stegosaurus,,7,beast,Huge,13,76,,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
238,fire-elemental,https://www.aidedd.org/dnd/monstres.php?vo=fire-elemental,8,elemental,Large,13,102,,neutral,0,Monster Manual (SRD),10.0,17.0,16.0,6.0,10.0,7.0,1,0,0,0,0,0,0
166,deer,https://www.aidedd.org/dnd/monstres.php?vo=deer,3,beast,Medium,13,4,,unaligned,0,Monster Manual (SRD),11.0,16.0,11.0,2.0,14.0,5.0,1,0,0,0,0,0,0
190,drow,https://www.aidedd.org/dnd/monstres.php?vo=drow,1,humanoid (elf),Medium,15,13,,neutral evil,0,Monster Manual (SRD),10.0,14.0,10.0,11.0,11.0,12.0,1,0,0,0,0,0,0
667,twig-blight,https://www.aidedd.org/dnd/monstres.php?vo=twig-blight,0,plant,Small,13,4,,neutral evil,0,Monster Manual (SRD),6.0,13.0,12.0,4.0,8.0,3.0,1,0,0,0,0,0,0
349,half-ogre,https://www.aidedd.org/dnd/monstres.php?vo=half-ogre,4,giant,Large,12,30,,any chaotic alignment,0,Monster Manual (BR),17.0,10.0,14.0,7.0,9.0,10.0,1,0,0,0,0,0,0
559,sahuagin-priestess,,5,humanoid (sahuagin),Medium,12,33,swim,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
93,blink-dog,https://www.aidedd.org/dnd/monstres.php?vo=blink-dog,1,fey,Medium,13,22,,lawful good,0,Monster Manual (SRD),12.0,17.0,12.0,10.0,13.0,11.0,1,0,0,0,0,0,0
90,black-gauntlet-of-bane,,9,humanoid (human),Medium,16,51,,lawful evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
294,giant-strider,,4,monstrosity,Large,14,22,,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
488,ogre-chain-brute,,6,giant,Large,11,59,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
103,boneclaw,,15,undead,Large,16,127,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
163,deathlock-wight,,6,undead,Medium,12,37,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
574,shoosuva,,11,fiend (demon),Large,14,110,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
550,roc,https://www.aidedd.org/dnd/monstres.php?vo=roc,14,monstrosity,Gargantuan,15,248,fly,unaligned,0,Monster Manual (SRD),28.0,10.0,20.0,3.0,10.0,9.0,1,0,0,0,0,0,0
32,ancient-bronze-dragon,https://www.aidedd.org/dnd/monstres.php?vo=ancient-bronze-dragon,25,dragon,Gargantuan,22,444,"fly, swim",lawful good,1,Monster Manual (SRD),29.0,10.0,27.0,18.0,17.0,21.0,0,0,0,0,0,0,0
178,dire-wolf,https://www.aidedd.org/dnd/monstres.php?vo=dire-wolf,4,beast,Large,14,37,,unaligned,0,Monster Manual (SRD),17.0,15.0,15.0,3.0,12.0,7.0,1,0,0,0,0,0,0
50,archmage,https://www.aidedd.org/dnd/monstres.php?vo=archmage,15,humanoid (any race),Medium,12,99,,any alignment,0,Monster Manual (SRD),10.0,14.0,12.0,20.0,15.0,16.0,1,0,0,0,0,0,0
658,transmuter,,8,humanoid (any race),Medium,12,40,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
337,grick,https://www.aidedd.org/dnd/monstres.php?vo=grick,5,monstrosity,Medium,14,27,,neutral,0,Monster Manual (SRD),14.0,14.0,11.0,3.0,14.0,5.0,1,0,0,0,0,0,0
385,iron-golem,https://www.aidedd.org/dnd/monstres.php?vo=iron-golem,19,construct,Large,20,210,,unaligned,0,Monster Manual (SRD),24.0,9.0,20.0,3.0,11.0,1.0,1,0,0,0,0,0,0
67,balor,https://www.aidedd.org/dnd/monstres.php?vo=balor,22,fiend (demon),Huge,19,262,fly,chaotic evil,0,Monster Manual (SRD),26.0,15.0,22.0,20.0,16.0,22.0,1,0,0,0,0,0,0
666,troll,https://www.aidedd.org/dnd/monstres.php?vo=troll,8,giant,Large,15,84,,chaotic evil,0,Monster Manual (SRD),18.0,13.0,20.0,7.0,9.0,7.0,1,0,0,0,0,0,0
23,alhoon,,13,undead,Medium,15,120,,any evil alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
265,gelatinous-cube,https://www.aidedd.org/dnd/monstres.php?vo=gelatinous-cube,5,ooze,Large,6,84,,unaligned,0,Monster Manual (SRD),14.0,3.0,20.0,1.0,6.0,1.0,1,0,0,0,0,0,0
401,kraken,https://www.aidedd.org/dnd/monstres.php?vo=kraken,26,monstrosity (titan),Gargantuan,18,472,swim,chaotic evil,1,Monster Manual (SRD),30.0,11.0,25.0,22.0,18.0,20.0,0,0,0,0,0,0,0
16,adult-red-dragon,https://www.aidedd.org/dnd/monstres.php?vo=adult-red-dragon,20,dragon,Huge,19,256,fly,chaotic evil,1,Monster Manual (SRD),27.0,10.0,25.0,16.0,13.0,21.0,0,0,0,0,0,0,0
172,deva,https://www.aidedd.org/dnd/monstres.php?vo=deva,13,celestial,Medium,17,136,fly,lawful good,0,Monster Manual (SRD),18.0,18.0,18.0,17.0,20.0,20.0,1,0,0,0,0,0,0
699,warrior-lvl-4,,3,humanoid (any race),Medium,16,32,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
104,brass-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=brass-dragon-wyrmling,4,dragon,Medium,16,16,fly,chaotic good,0,Monster Manual (SRD),15.0,10.0,13.0,10.0,11.0,13.0,1,0,0,0,0,0,0
427,marid,,14,elemental,Large,17,229,"fly, swim",chaotic neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
519,poisonous-snake,https://www.aidedd.org/dnd/monstres.php?vo=poisonous-snake,0,beast,Tiny,13,2,swim,unaligned,0,Monster Manual (SRD),2.0,16.0,11.0,1.0,10.0,3.0,1,0,0,0,0,0,0
690,warhorse,https://www.aidedd.org/dnd/monstres.php?vo=warhorse,2,beast,Large,11,19,,unaligned,0,Monster Manual (SRD),18.0,12.0,13.0,2.0,12.0,7.0,1,0,0,0,0,0,0
411,leviathan,,23,elemental,Gargantuan,17,328,swim,neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
336,grell,https://www.aidedd.org/dnd/monstres.php?vo=grell,6,aberration,Medium,12,55,fly,neutral evil,0,Monster Manual (BR),15.0,14.0,13.0,12.0,11.0,9.0,1,0,0,0,0,0,0
440,merregon,,7,fiend (devil),Medium,16,45,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
730,yan-c-bin,,21,elemental,Huge,22,283,fly,neutral evil,0,Adventures (Princes of the Apocalypse),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
249,flind,https://www.aidedd.org/dnd/monstres.php?vo=flind,12,humanoid (gnoll),Medium,16,127,,chaotic evil,0,Volo's Guide to Monsters,20.0,10.0,19.0,11.0,13.0,12.0,1,0,0,0,0,0,0
54,astral-dreadnought,https://www.aidedd.org/dnd/monstres.php?vo=astral-dreadnought,24,monstrosity (titan),Gargantuan,20,297,fly,unaligned,1,Mordenkainen's Tome of Foes,28.0,7.0,25.0,5.0,14.0,18.0,0,0,0,0,0,0,0
429,martial-arts-adept,,6,humanoid (any race),Medium,16,60,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
225,enchanter,,8,humanoid (any race),Medium,12,40,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
527,purple-wormling,,5,monstrosity,Large,12,42,,unaligned,0,Adventures (Storm King's Thunder),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
37,ancient-shadow,https://www.aidedd.org/dnd/monstres.php?vo=ancient-shadow,4,undead,Medium,13,32,,chaotic evil,0,Extra (AideDD),6.0,16.0,14.0,6.0,10.0,8.0,1,0,0,0,0,0,0
599,spellcaster-mage-lvl-4,,3,humanoid (any race),Medium,12,22,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
210,duodrone,,1,construct,Medium,15,11,,lawful neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
428,marilith,https://www.aidedd.org/dnd/monstres.php?vo=marilith,19,fiend (demon),Large,18,189,,chaotic evil,0,Monster Manual (SRD),18.0,20.0,20.0,18.0,16.0,20.0,1,0,0,0,0,0,0
402,kraken-priest,,8,humanoid (any race),Medium,10,75,swim,any evil alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
603,spined-devil,,5,fiend (devil),Small,13,22,fly,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
11,adult-copper-dragon,https://www.aidedd.org/dnd/monstres.php?vo=adult-copper-dragon,17,dragon,Huge,18,184,fly,chaotic good,1,Monster Manual (SRD),23.0,12.0,21.0,18.0,15.0,17.0,0,0,0,0,0,0,0
534,quipper,https://www.aidedd.org/dnd/monstres.php?vo=quipper,3,beast,Tiny,13,1,swim,unaligned,0,Monster Manual (SRD),2.0,16.0,9.0,1.0,7.0,2.0,1,0,0,0,0,0,0
700,warrior-lvl-5,,3,humanoid (any race),Medium,16,39,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
