,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,hp/average_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,_copy/_mod/trait/items/entries_missing,_copy/_mod/trait/items/name_missing,legendaryActions_missing,legendary_missing,summonedBySpellLevel_missing,sidekickHidden_missing
485,Glasya,True,False,28,21,380.0,40d8 + 200,L E,fiend,devil,,M,22,28,20,21,25,28,17.0,13.0,15.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,25.0,17.0,-1.0,-1.0,17.0,-1.0,-1.0,15.0,,25,"B, SD",40.0,,-1.0,,-1.0,,80.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Magic Resistance"",""Regeneration""]",,,,,,True,"[""Multiattack""]",,False,,"N,S,Y","[""charisma"",""constitution"",""wisdom""]",-1.0,0,,"[""dexterity""]",,False,"[""cold"",""necrotic"",""radiant"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""poisoned""]","[""Celestial"",""Common"",""Draconic"",""Infernal"",""telepathy 120 ft.""]","C,CE,DR,I,TP",scourge of shadow,,"AOE, MLW,MW, RCH",CoA,False,,,-1.0,,,,-1.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1
1967,Kelek,True,True,8,12,45.0,7d8 + 14,C E,humanoid,"Human, sorcerer",,M,15,10,14,15,13,17,6.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,"[{""ability"":""cha"",""daily"":{""1e"":[""{@spell dominate beast}"",""{@spell fly}"",""{@spell mirror image}"",""{@spell web}""]},""displayAs"":""action"",""headerEntries"":[""Kelek casts one of the following spells, using Charisma as the spellcasting ability (spell save {@dc 14}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell light}"",""{@spell mage hand}"",""{@spell prestidigitation}""]}]",F,O,"[""charmed"",""restrained""]","[""dexterity"",""wisdom""]",True,"[""Multiattack""]",,True,,"B, F,O","[""dexterity""]",-1.0,0,,,,False,,,,,"[""Common"",""Draconic"",""Elvish""]","C,DR,E",,,"AOE, MW",WBtW,False,,,-1.0,,,,-1.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
939,Viconia DeVir,True,,16,21,135.0,30d8,N E,humanoid,drow,,M,25,14,10,14,20,14,-1.0,-1.0,10.0,5.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,12.0,-1.0,-1.0,,15,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Fey Ancestry"",""Sunlight Sensitivity""]","[{""ability"":""wis"",""daily"":{""1e"":[""{@spell darkness}"",""{@spell divine word}"",""{@spell faerie fire}"",""{@spell holy aura}""],""2e"":[""{@spell cure wounds}"",""{@spell death ward}"",""{@spell lesser restoration}""]},""displayAs"":""action"",""headerEntries"":[""Viconia casts one of the following spells, using Wisdom as the spellcasting ability (spell save {@dc 18}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell dancing lights}"",""{@spell light}"",""{@spell sanctuary}"",""{@spell thaumaturgy}""]}]",,O,"[""blinded"",""deafened"",""stunned""]","[""charisma"",""constitution"",""dexterity"",""wisdom""]",True,"[""Multiattack""]",,False,,"B, F,N,R","[""dexterity""]",-1.0,0,,,,False,"[""necrotic""]",,,,"[""Celestial"",""Common"",""Elvish""]","C,CE,E",,,"AOE, MLW,MW",MaBJoV,False,,,-1.0,,,,-1.0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
2313,Serpopard,,,6,12,52.0,7d10 + 14,U,beast,,,L,18,14,15,3,12,8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Keen Senses"",""Pounce""]",,,,,,True,,,False,"[""prone""]","I,P","[""constitution"",""strength""]",-1.0,0,,,,False,,,,,,,,,MW,PSA,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
510,"Ygorl, Lord of Entropy",True,,26,20,325.0,26d10 + 182,C N,aberration,,,L,24,18,24,20,16,26,15.0,-1.0,-1.0,14.0,-1.0,14.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,15.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,,13,U,40.0,,-1.0,,40.0,,-1.0,,40.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Magic Resistance""]","[{""ability"":""cha"",""daily"":{""1e"":[""{@spell power word kill}"",""{@spell power word stun}"",""{@spell symbol} (death only)"",""{@spell weird}""],""2e"":[""{@spell finger of death}"",""{@spell harm}"",""{@spell mental prison|XGE}*""],""3e"":[""{@spell circle of death}"",""{@spell enervation|XGE}*"",""{@spell symbol} (discord only)""]},""footerEntries"":[""* Spell from Xanathar's Guide to Everything""],""headerEntries"":[""Ygorl's innate spellcasting ability is Charisma (spell save {@dc 23}, {@hit 15} to hit with spell attacks). It can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell blight}"",""{@spell blink}"",""{@spell chaos bolt|XGE}*"",""{@spell detect magic}"",""{@spell fly}"",""{@spell shield}""]}]","A, C,F,I,L,N,O,T, Y",I,"[""frightened"",""incapacitated"",""stunned"",""unconscious""]","[""charisma"",""constitution"",""dexterity"",""intelligence"",""wisdom""]",True,"[""Multiattack"",""Teleport""]",,False,"[""exhaustion""]","N,S","[""constitution""]",-1.0,0,,,,False,"[""acid"",""cold"",""fire"",""lightning"",""thunder""]",,"[""necrotic"",""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"MW, RCH",MFF,False,,,-1.0,,,,-1.0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1
762,Githzerai Anarch,False,,19,20,144.0,17d8 + 68,A,humanoid,gith,,M,16,21,18,18,20,14,-1.0,9.0,10.0,-1.0,10.0,8.0,9.0,-1.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,20,,30.0,,-1.0,,-1.0,hover,40.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances""]","[{""ability"":""wis"",""daily"":{""1e"":[""{@spell globe of invulnerability}"",""{@spell plane shift}"",""{@spell wall of force}""],""3e"":[""{@spell see invisibility}"",""{@spell telekinesis}""]},""displayAs"":""action"",""headerEntries"":[""The githzerai casts one of the following spells, requiring no spell components and using Wisdom as the spellcasting ability (spell save {@dc 18}):""],""name"":""Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell mage hand} (the hand is invisible)""]}]",,P,"[""restrained""]","[""charisma""]",True,"[""Multiattack""]",,False,,"B, Y",,-1.0,0,,,,False,,,,,gith,GTH,,,MW,MPMM,False,,,-1.0,,,,-1.0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
1195,Rubezahl Demon,False,,13,15,136.0,21d8 + 42,C E,fiend,demon,,M,20,15,14,11,12,18,-1.0,-1.0,5.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,,15,"B, SD",50.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Magic Resistance""]","[{""ability"":""cha"",""daily"":{""1"":[""{@spell control weather} (as an action)""],""3e"":[""{@spell gust of wind}"",""{@spell sleet storm}""]},""displayAs"":""action"",""headerEntries"":[""The rubezahl casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save {@dc 16}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell disguise self}"",""{@spell fog cloud}""]}]",,O,"[""prone""]","[""constitution"",""dexterity"",""strength""]",True,"[""Multiattack""]",,False,"[""prone"",""stunned""]","L,P,S","[""dexterity"",""strength""]",-1.0,0,,,,False,"[""cold"",""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""lightning"",""poison"",""thunder""]","[""poisoned"",""stunned""]","[""Abyssal"",""Common"",""telepathy 120 ft.""]","AB,C,TP",,"farmland, urban","AOE, MW",ToB1-2023,False,,,-1.0,,,,-1.0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
209,Mongrelfolk,False,False,1,11,26.0,4d8 + 8,A,humanoid,mongrelfolk,,M,12,9,15,9,10,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,,20.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Mimicry""]",,,,,,True,"[""Multiattack""]",,False,,"P,S",,-1.0,0,,,,False,,,,,"[""Common""]",C,dagger,,"MLW,MW, RW, THW",CoS,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
688,Urochar,False,,20,19,256.0,19d12 + 133,C E,aberration,,,H,24,15,24,14,14,20,11.0,-1.0,8.0,13.0,8.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,18,U,40.0,,-1.0,,40.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Spider Climb""]",,,,,,True,"[""Multiattack"",""Tentacles""]",,True,"[""frightened"",""grappled"",""paralyzed"",""restrained""]","B, Y","[""charisma"",""strength"",""wisdom""]",-1.0,0,,,,False,"[""cold"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""thunder""]","[""frightened""]","[""understands Darakhul and Void Speech but can't speak""]",CS,,underdark,"AOE, MW, RCH",ToB1-2023,False,,,-1.0,,,,-1.0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
2706,Champion of Gorm,False,False,5,19,33.0,6d8 + 6,L G,humanoid,,,M,17,10,12,12,15,16,-1.0,-1.0,4.0,-1.0,-1.0,5.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,,12,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,,,,,,True,"[""Multiattack""]","[{""entries"":[""The champion exudes an aura of ghostly lightning that fills a 10-foot-radius sphere centered on itself. While this aura is active, the champion and each creature of its choice within the aura have advantage on saving throws. The aura moves with the champion and lasts for 1 minute, until the champion has the {@condition incapacitated} condition, or until the champion uses another bonus action to end the aura.""],""name"":""Aura of Resilience (1/Day)""}]",False,,"L,P,S",,-1.0,0,,,,False,,,,,"[""Common""]",C,handaxe,,"AOE, MLW,MW, RW, THW",QftIS,False,,,-1.0,,,,-1.0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
3084,Thorny Vegepygmy,False,,4,14,27.0,5d8 + 5,N,plant,,,M,13,12,13,2,10,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Camouflage"",""Regeneration""]",,,,,,True,,,False,,P,,-1.0,0,,,,False,"[""lightning"",""piercing""]",,,,,,,"forest, swamp",MW,MPMM,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1795,Nafik,True,True,9,13,82.0,11d8 + 33,L E,undead,,,M,18,10,16,10,16,14,-1.0,3.0,6.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,,13,D,20.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Magic Resistance"",""Rejuvenation""]","[{""ability"":""wis"",""daily"":{""1"":[""{@spell Insect Plague}""],""2e"":[""{@spell Command}"",""{@spell Silence}""]},""displayAs"":""action"",""headerEntries"":[""Nafik casts one of the following spells, using Wisdom as the spellcasting ability (spell save {@dc 14}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell Thaumaturgy}""]}]",P,O,"[""deafened"",""prone""]","[""constitution"",""wisdom""]",True,"[""Multiattack""]",,False,"[""frightened""]","B, N","[""constitution"",""wisdom""]",-1.0,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[""fire""]","[""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""Common""]",C,,,"CUR, MW",QftIS,False,,,-1.0,,,,-1.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
2620,Keg Robot,False,False,5,14,39.0,6d8 + 12,U,construct,,,M,16,16,15,6,8,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,,,,,,True,,,False,"[""poisoned"",""prone""]","A, B, F","[""constitution"",""dexterity""]",-1.0,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison"",""psychic""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands Common but can't speak""]","C,CS",,,"AOE, MW, RW",AI,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
799,Hundred-Handed One,False,,18,15,243.0,18d12 + 126,L N,giant,,,H,26,15,25,14,16,16,-1.0,-1.0,8.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,18,SD,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,,,,,,True,"[""Multiattack""]",,True,"[""prone""]","B, S","[""strength""]",-1.0,0,,,,False,,,,"[""frightened""]","[""Giant""]",GI,longsword,,"MLW,MW, RCH, RW",MOT,False,,,-1.0,,,,-1.0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1079,Enchanting Infiltrator,False,,14,18,156.0,24d8 + 48,N E,fey,,,S M,10,20,15,20,16,18,-1.0,9.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,17,B,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances""]",,,,,,True,"[""Multiattack""]",,True,"[""stunned""]","I,P,Y","[""wisdom""]",-1.0,0,,"[""constitution"",""dexterity"",""strength""]",,False,,,,"[""charmed"",""frightened""]","[""Common"",""thieves' cant"",""plus any one language""]","C,TC,X",,,"MW, RW",BMT,False,,,-1.0,,,,-1.0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1074,Tempest Hart,,,14,13,147.0,14d12 + 56,U,elemental,,,H,21,17,18,3,18,14,-1.0,-1.0,8.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,22,,50.0,,-1.0,,-1.0,,50.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances""]",,,,,,True,"[""Multiattack""]",,True,"[""grappled""]","L,T","[""constitution"",""dexterity"",""strength""]",-1.0,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""lightning"",""thunder""]","[""exhaustion""]",,,,,"MW, RCH",MCV4EC,False,,,-1.0,,,,-1.0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
421,Skin Bat,False,,2,13,28.0,8d6,N E,undead,,,S,12,16,10,2,13,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,"B, D",10.0,,-1.0,,-1.0,,40.0,,-1.0,-1.0,-1.0,True,,,,,,,True,,,True,"[""paralyzed""]",P,"[""constitution""]",-1.0,0,,,,False,,,"[""poison""]","[""poisoned""]",,,,"mountain, underdark",MW,ToB1-2023,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
129,Swarm of Bats,,,1,12,22.0,5d8,U,beast,,True,M,5,15,10,2,12,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,B,0.0,,-1.0,,-1.0,,30.0,,-1.0,-1.0,-1.0,True,"[""Keen Senses""]",,,,,,True,,,False,,P,,-1.0,0,,,,False,"[""bludgeoning"",""piercing"",""slashing""]",,,"[""charmed"",""frightened"",""grappled"",""paralyzed"",""petrified"",""prone"",""restrained"",""stunned""]",,,,"underdark, mountain, hill, urban",MW,MM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
1758,Rath Modar,True,True,9,16,71.0,11d8 + 22,L E,humanoid,Human,,M,11,16,14,18,14,10,-1.0,7.0,5.0,-1.0,-1.0,-1.0,7.0,-1.0,5.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,"[{""ability"":""int"",""headerEntries"":[""Rath is an 11th-level spellcaster who uses Intelligence as his spellcasting ability (spell save {@dc 15}, {@hit 7} to hit with spell attacks). Rath has the following spells prepared from the wizard spell list:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell minor illusion}"",""{@spell prestidigitation}"",""{@spell shocking grasp}""]},""1"":{""slots"":4,""spells"":[""{@spell chromatic orb}"",""{@spell color spray}"",""{@spell mage armor}"",""{@spell magic missile}""]},""2"":{""slots"":3,""spells"":[""{@spell detect thoughts}"",""{@spell mirror image}"",""{@spell phantasmal force}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell fireball}"",""{@spell major image}""]},""4"":{""slots"":3,""spells"":[""{@spell confusion}"",""{@spell greater invisibility}""]},""5"":{""slots"":2,""spells"":[""{@spell mislead}"",""{@spell seeming}""]},""6"":{""slots"":1,""spells"":[""{@spell globe of invulnerability}""]}},""type"":""spellcasting""}]","A, C,F,I,L,O,T, Y",CW,,"[""charisma"",""dexterity"",""intelligence"",""wisdom""]",True,,,True,,B,,-1.0,0,,,,False,,,,,"[""Common"",""Draconic"",""Infernal"",""Primordial"",""Thayan""]","C,DR,I,OTH,P",quarterstaff,,"MLW,MW",HotDQ,False,,,-1.0,,,,-1.0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2856,Yuan-ti Broodguard,False,,5,14,45.0,7d8 + 14,N E,monstrosity,,,M,15,14,14,6,11,4,-1.0,-1.0,2.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Reckless""]",,,,,,True,"[""Multiattack""]",,False,,"P,S",,-1.0,0,,,,False,,,"[""poison""]","[""charmed"",""paralyzed"",""poisoned""]","[""Abyssal"",""Common"",""Draconic""]","AB,C,DR",,"desert, forest, underdark",MW,MPMM,False,,,-1.0,,,,-1.0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
35,Clown,False,False,0,13,11.0,2d8 + 2,A,humanoid,any,,M,13,12,12,10,11,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,False,,,,,,,True,,,False,,B,,-1.0,0,,,,False,,,,,"[""Common""]",C,,,"MLW,MW",NRH-CoI,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2447,Orc Red Fang of Shargaas,,,6,15,52.0,8d8 + 16,C E,humanoid,orc,,M,11,16,15,9,11,9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,,,,,,True,"[""Multiattack""]",,False,,"P,S",,-1.0,0,,,,False,,,,,"[""Common"",""Orc""]","C,O","dart, scimitar","underdark, mountain, forest, hill, urban","MLW,MW, RW, THW",VGM,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
895,Neothelid,,,16,16,325.0,21d20 + 105,C E,aberration,,,G,27,7,21,3,16,12,6.0,1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,B,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Magic Resistance""]","[{""ability"":""wis"",""daily"":{""1e"":[""{@spell confusion}"",""{@spell feeblemind}"",""{@spell telekinesis}""]},""headerEntries"":[""The neothelid's innate spellcasting ability is Wisdom (spell save {@dc 16}). It can innately cast the following spells, requiring no components:""],""name"":""Innate Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell levitate}""]}]",Y,"I,P","[""restrained""]","[""constitution"",""intelligence"",""wisdom""]",True,"[""Breath Weapon"",""Swallow"",""Tentacles""]",,False,"[""blinded"",""restrained""]","A, B, Y","[""constitution"",""dexterity"",""strength""]",-1.0,0,,,,False,,,,,,,,underdark,"AOE, MW, RCH",VGM,False,,,-1.0,,,True,-1.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
